Time,PM2.5
2021-05-14 02:00:00,13.7 μg/m³
2021-05-15 02:00:00,11.7 μg/m³
2021-05-16 02:00:00,13.1 μg/m³
2021-05-17 02:00:00,9.65 μg/m³
2021-05-18 02:00:00,16.3 μg/m³
2021-05-19 02:00:00,9.29 μg/m³
2021-05-20 02:00:00,10.5 μg/m³
2021-05-21 02:00:00,8.36 μg/m³
2021-05-22 02:00:00,6.61 μg/m³
2021-05-23 02:00:00,6.68 μg/m³
2021-05-24 02:00:00,6.42 μg/m³
2021-05-25 02:00:00,7.82 μg/m³
2021-05-26 02:00:00,4.37 μg/m³
2021-05-27 02:00:00,8.74 μg/m³
2021-05-28 02:00:00,9.80 μg/m³
2021-05-29 02:00:00,7.22 μg/m³
2021-05-30 02:00:00,6.03 μg/m³
2021-05-31 02:00:00,9.18 μg/m³
2021-06-01 02:00:00,12.0 μg/m³
2021-06-02 02:00:00,10.6 μg/m³
2021-06-03 02:00:00,12.7 μg/m³
2021-06-04 02:00:00,14.0 μg/m³
2021-06-05 02:00:00,13.0 μg/m³
2021-06-06 02:00:00,10.4 μg/m³
2021-06-07 02:00:00,9.79 μg/m³
2021-06-08 02:00:00,11.6 μg/m³
2021-06-09 02:00:00,10.9 μg/m³
2021-06-10 02:00:00,7.42 μg/m³
2021-06-11 02:00:00,8.79 μg/m³
2021-06-12 02:00:00,14.3 μg/m³
2021-06-13 02:00:00,6.44 μg/m³
2021-06-14 02:00:00,5.11 μg/m³
2021-06-15 02:00:00,12.1 μg/m³
2021-06-16 02:00:00,6.84 μg/m³
2021-06-17 02:00:00,7.74 μg/m³
2021-06-18 02:00:00,13.2 μg/m³
2021-06-19 02:00:00,14.7 μg/m³
2021-06-20 02:00:00,14.3 μg/m³
2021-06-21 02:00:00,12.3 μg/m³
2021-06-22 02:00:00,18.2 μg/m³
2021-06-23 02:00:00,20.1 μg/m³
2021-06-24 02:00:00,12.7 μg/m³
2021-06-25 02:00:00,15.7 μg/m³
2021-06-26 02:00:00,7.94 μg/m³
2021-06-27 02:00:00,7.83 μg/m³
2021-06-28 02:00:00,8.81 μg/m³
2021-06-29 02:00:00,9.34 μg/m³
2021-06-30 02:00:00,13.1 μg/m³
2021-07-01 02:00:00,7.95 μg/m³
2021-07-02 02:00:00,10.0 μg/m³
2021-07-03 02:00:00,11.3 μg/m³
2021-07-04 02:00:00,15.0 μg/m³
2021-07-05 02:00:00,14.6 μg/m³
2021-07-06 02:00:00,13.4 μg/m³
2021-07-07 02:00:00,16.5 μg/m³
2021-07-08 02:00:00,23.5 μg/m³
2021-07-09 02:00:00,14.9 μg/m³
2021-07-12 02:00:00,12.8 μg/m³
2021-07-13 02:00:00,14.8 μg/m³
2021-07-14 02:00:00,18.5 μg/m³
2021-07-15 02:00:00,9.52 μg/m³
2021-07-16 02:00:00,11.6 μg/m³
2021-07-17 02:00:00,12.7 μg/m³
2021-07-18 02:00:00,10.0 μg/m³
2021-07-19 02:00:00,9.42 μg/m³
2021-07-20 02:00:00,6.37 μg/m³
2021-07-21 02:00:00,7.29 μg/m³
2021-07-22 02:00:00,7.59 μg/m³
2021-07-23 02:00:00,12.9 μg/m³
2021-07-24 02:00:00,15.8 μg/m³
2021-07-25 02:00:00,13.2 μg/m³
2021-07-26 02:00:00,14.7 μg/m³
2021-07-27 02:00:00,18.6 μg/m³
2021-07-28 02:00:00,10.1 μg/m³
2021-07-29 02:00:00,10.2 μg/m³
2021-07-30 02:00:00,8.78 μg/m³
2021-07-31 02:00:00,10.5 μg/m³
2021-08-01 02:00:00,7.86 μg/m³
2021-08-02 02:00:00,9.27 μg/m³
2021-08-03 02:00:00,6.01 μg/m³
2021-08-04 02:00:00,10.0 μg/m³
2021-08-05 02:00:00,9.07 μg/m³
2021-08-06 02:00:00,1.71 μg/m³
2021-08-07 02:00:00,6.75 μg/m³
2021-08-08 02:00:00,8.81 μg/m³
2021-08-09 02:00:00,6.36 μg/m³
2021-08-10 02:00:00,7.49 μg/m³
2021-08-11 02:00:00,10.0 μg/m³
2021-08-12 02:00:00,7.79 μg/m³
2021-08-13 02:00:00,11.2 μg/m³
2021-08-14 02:00:00,14.7 μg/m³
2021-08-15 02:00:00,10.7 μg/m³
2021-08-16 02:00:00,10.0 μg/m³
2021-08-17 02:00:00,7.70 μg/m³
2021-08-18 02:00:00,7.16 μg/m³
2021-08-19 02:00:00,7.09 μg/m³
2021-08-20 02:00:00,9.16 μg/m³
2021-08-21 02:00:00,12.4 μg/m³
2021-08-22 02:00:00,9.50 μg/m³
2021-08-23 02:00:00,9.46 μg/m³
2021-08-24 02:00:00,5.20 μg/m³
2021-08-25 02:00:00,5.79 μg/m³
2021-08-26 02:00:00,7.26 μg/m³
2021-08-27 02:00:00,11.4 μg/m³
2021-08-28 02:00:00,12.0 μg/m³
2021-08-29 02:00:00,21.5 μg/m³
2021-08-30 02:00:00,16.7 μg/m³
2021-08-31 02:00:00,6.11 μg/m³
2021-09-01 02:00:00,4.88 μg/m³
2021-09-02 02:00:00,5.67 μg/m³
2021-09-03 02:00:00,8.72 μg/m³
2021-09-04 02:00:00,5.34 μg/m³
2021-09-05 02:00:00,6.49 μg/m³
2021-09-06 02:00:00,12.5 μg/m³
2021-09-07 02:00:00,14.4 μg/m³
2021-09-08 02:00:00,20.0 μg/m³
2021-09-09 02:00:00,19.3 μg/m³
2021-09-10 02:00:00,13.9 μg/m³
2021-09-11 02:00:00,18.9 μg/m³
2021-09-12 02:00:00,17.8 μg/m³
2021-09-13 02:00:00,12.4 μg/m³
2021-09-14 02:00:00,12.0 μg/m³
2021-09-15 02:00:00,17.7 μg/m³
2021-09-16 02:00:00,20.2 μg/m³
2021-09-17 02:00:00,16.8 μg/m³
2021-09-18 02:00:00,5.53 μg/m³
2021-09-19 02:00:00,5.65 μg/m³
2021-09-20 02:00:00,6.41 μg/m³
2021-09-21 02:00:00,9.83 μg/m³
2021-09-22 02:00:00,10.3 μg/m³
2021-09-23 02:00:00,13.5 μg/m³
2021-09-24 02:00:00,5.75 μg/m³
2021-09-25 02:00:00,11.1 μg/m³
2021-09-26 02:00:00,13.8 μg/m³
2021-09-27 02:00:00,6.81 μg/m³
2021-09-28 02:00:00,10.1 μg/m³
2021-09-29 02:00:00,12.3 μg/m³
2021-09-30 02:00:00,17.6 μg/m³
2021-10-01 02:00:00,23.8 μg/m³
2021-10-02 02:00:00,17.5 μg/m³
2021-10-03 02:00:00,15.5 μg/m³
2021-10-04 02:00:00,15.9 μg/m³
2021-10-05 02:00:00,13.9 μg/m³
2021-10-06 02:00:00,12.8 μg/m³
2021-10-07 02:00:00,14.9 μg/m³
2021-10-08 02:00:00,19.4 μg/m³
2021-10-09 02:00:00,25.3 μg/m³
2021-10-10 02:00:00,32.4 μg/m³
2021-10-11 02:00:00,28.9 μg/m³
2021-10-12 02:00:00,16.8 μg/m³
2021-10-13 02:00:00,14.3 μg/m³
2021-10-14 02:00:00,12.4 μg/m³
2021-10-15 02:00:00,11.0 μg/m³
2021-10-16 02:00:00,9.19 μg/m³
2021-10-17 02:00:00,13.8 μg/m³
2021-10-18 02:00:00,15.8 μg/m³
2021-10-19 02:00:00,13.2 μg/m³
2021-10-20 02:00:00,7.66 μg/m³
2021-10-21 02:00:00,7.03 μg/m³
2021-10-22 02:00:00,1.78 μg/m³
2021-10-23 02:00:00,3.68 μg/m³
2021-10-24 02:00:00,11.1 μg/m³
2021-10-25 02:00:00,7.16 μg/m³
2021-10-26 02:00:00,6.77 μg/m³
2021-10-27 02:00:00,5.74 μg/m³
2021-10-28 02:00:00,7.90 μg/m³
2021-10-29 02:00:00,6.10 μg/m³
2021-10-30 02:00:00,3.45 μg/m³
2021-10-31 02:00:00,3.17 μg/m³
2021-11-01 01:00:00,1.18 μg/m³
2021-11-02 01:00:00,0.591 μg/m³
