PM10
"04:30 01/03;""05:30 01/03"";""25"""
"05:30 01/03;""06:30 01/03"";""25"""
"06:30 01/03;""07:30 01/03"";""25"""
"07:30 01/03;""08:30 01/03"";""24"""
"08:30 01/03;""09:30 01/03"";""16"""
"09:30 01/03;""10:30 01/03"";""23"""
"10:30 01/03;""11:30 01/03"";""22"""
"11:30 01/03;""12:30 01/03"";""26"""
"12:30 01/03;""13:30 01/03"";""27"""
"13:30 01/03;""14:30 01/03"";""30"""
"14:30 01/03;""15:30 01/03"";""30"""
"15:30 01/03;""16:30 01/03"";""31"""
"16:30 01/03;""17:30 01/03"";""36"""
"17:30 01/03;""18:30 01/03"";""33"""
"18:30 01/03;""19:30 01/03"";""29"""
"19:30 01/03;""20:30 01/03"";""30"""
"20:30 01/03;""21:30 01/03"";""36"""
"21:30 01/03;""22:30 01/03"";""40"""
"22:30 01/03;""23:30 01/03"";""46"""
"23:30 01/03;""00:30 02/03"";""42"""
"00:30 02/03;""01:30 02/03"";""44"""
"01:30 02/03;""02:30 02/03"";""44"""
"02:30 02/03;""03:30 02/03"";""46"""
"03:30 02/03;""04:30 02/03"";""46"""
"04:30 02/03;""05:30 02/03"";""44"""
"05:30 02/03;""06:30 02/03"";""43"""
"06:30 02/03;""07:30 02/03"";""45"""
"07:30 02/03;""08:30 02/03"";""45"""
"08:30 02/03;""09:30 02/03"";""46"""
"09:30 02/03;""10:30 02/03"";""48"""
"10:30 02/03;""11:30 02/03"";""48"""
"11:30 02/03;""12:30 02/03"";""46"""
"12:30 02/03;""13:30 02/03"";""44"""
"13:30 02/03;""14:30 02/03"";""45"""
"14:30 02/03;""15:30 02/03"";""46"""
"15:30 02/03;""16:30 02/03"";""43"""
"16:30 02/03;""17:30 02/03"";""39"""
"17:30 02/03;""18:30 02/03"";""36"""
"18:30 02/03;""19:30 02/03"";""35"""
"19:30 02/03;""20:30 02/03"";""38"""
"20:30 02/03;""21:30 02/03"";""45"""
"21:30 02/03;""22:30 02/03"";""48"""
"22:30 02/03;""23:30 02/03"";""57"""
"23:30 02/03;""00:30 03/03"";""84"""
"00:30 03/03;""01:30 03/03"";""113"""
"01:30 03/03;""02:30 03/03"";""207"""
"02:30 03/03;""03:30 03/03"";""194"""
"03:30 03/03;""04:30 03/03"";""134"""
"04:30 03/03;""05:30 03/03"";""59"""
"05:30 03/03;""06:30 03/03"";""43"""
"06:30 03/03;""07:30 03/03"";""43"""
"07:30 03/03;""08:30 03/03"";""41"""
"08:30 03/03;""09:30 03/03"";""36"""
"09:30 03/03;""10:30 03/03"";""35"""
"10:30 03/03;""11:30 03/03"";""37"""
"11:30 03/03;""12:30 03/03"";""45"""
"12:30 03/03;""13:30 03/03"";""50"""
"13:30 03/03;""14:30 03/03"";""45"""
"14:30 03/03;""15:30 03/03"";""44"""
"15:30 03/03;""16:30 03/03"";""43"""
"16:30 03/03;""17:30 03/03"";""45"""
"17:30 03/03;""18:30 03/03"";""46"""
"18:30 03/03;""19:30 03/03"";""45"""
"19:30 03/03;""20:30 03/03"";""42"""
"20:30 03/03;""21:30 03/03"";""46"""
"21:30 03/03;""22:30 03/03"";""55"""
"22:30 03/03;""23:30 03/03"";""69"""
"23:30 03/03;""00:30 04/03"";""115"""
"00:30 04/03;""01:30 04/03"";""136"""
"01:30 04/03;""02:30 04/03"";""181"""
"02:30 04/03;""03:30 04/03"";""230"""
"03:30 04/03;""04:30 04/03"";""258"""
"04:30 04/03;""05:30 04/03"";""210"""
"05:30 04/03;""06:30 04/03"";""85"""
"06:30 04/03;""07:30 04/03"";""74"""
"07:30 04/03;""08:30 04/03"";""65"""
"08:30 04/03;""09:30 04/03"";""59"""
"09:30 04/03;""10:30 04/03"";""55"""
"10:30 04/03;""11:30 04/03"";""53"""
"11:30 04/03;""12:30 04/03"";""52"""
"12:30 04/03;""13:30 04/03"";""50"""
"13:30 04/03;""14:30 04/03"";""52"""
"14:30 04/03;""15:30 04/03"";""48"""
"15:30 04/03;""16:30 04/03"";""41"""
"16:30 04/03;""17:30 04/03"";""43"""
"17:30 04/03;""18:30 04/03"";""32"""
"18:30 04/03;""19:30 04/03"";""31"""
"19:30 04/03;""20:30 04/03"";""29"""
"20:30 04/03;""21:30 04/03"";""29"""
"21:30 04/03;""22:30 04/03"";""37"""
"22:30 04/03;""23:30 04/03"";""42"""
"23:30 04/03;""00:30 05/03"";""45"""
"00:30 05/03;""01:30 05/03"";""49"""
"01:30 05/03;""02:30 05/03"";""39"""
"02:30 05/03;""03:30 05/03"";""16"""
"03:30 05/03;""04:30 05/03"";""11"""
"04:30 05/03;""05:30 05/03"";""8"""
"05:30 05/03;""06:30 05/03"";""6"""
"06:30 05/03;""07:30 05/03"";""5"""
"07:30 05/03;""08:30 05/03"";""4"""
"08:30 05/03;""09:30 05/03"";""7"""
"09:30 05/03;""10:30 05/03"";""7"""
"10:30 05/03;""11:30 05/03"";""7"""
"11:30 05/03;""12:30 05/03"";""12"""
"12:30 05/03;""13:30 05/03"";""11"""
"13:30 05/03;""14:30 05/03"";""9"""
"14:30 05/03;""15:30 05/03"";""5"""
"15:30 05/03;""16:30 05/03"";""3"""
"16:30 05/03;""17:30 05/03"";""2"""
"17:30 05/03;""18:30 05/03"";""2"""
"18:30 05/03;""19:30 05/03"";""4"""
"19:30 05/03;""20:30 05/03"";""8"""
"20:30 05/03;""21:30 05/03"";""30"""
"21:30 05/03;""22:30 05/03"";""32"""
"22:30 05/03;""23:30 05/03"";""73"""
"23:30 05/03;""00:30 06/03"";""76"""
"00:30 06/03;""01:30 06/03"";""94"""
"01:30 06/03;""02:30 06/03"";""64"""
"02:30 06/03;""03:30 06/03"";""38"""
"03:30 06/03;""04:30 06/03"";""46"""
"04:30 06/03;""05:30 06/03"";""40"""
"05:30 06/03;""06:30 06/03"";""25"""
"06:30 06/03;""07:30 06/03"";""33"""
"07:30 06/03;""08:30 06/03"";""30"""
"08:30 06/03;""09:30 06/03"";""31"""
"09:30 06/03;""10:30 06/03"";""44"""
