PM10
"04:30 01/01;""05:30 01/01"";""162"""
"05:30 01/01;""06:30 01/01"";""115"""
"06:30 01/01;""07:30 01/01"";""82"""
"07:30 01/01;""08:30 01/01"";""60"""
"08:30 01/01;""09:30 01/01"";""60"""
"09:30 01/01;""10:30 01/01"";""62"""
"10:30 01/01;""11:30 01/01"";""60"""
"11:30 01/01;""12:30 01/01"";""56"""
"12:30 01/01;""13:30 01/01"";""60"""
"13:30 01/01;""14:30 01/01"";""61"""
"14:30 01/01;""15:30 01/01"";""65"""
"15:30 01/01;""16:30 01/01"";""64"""
"16:30 01/01;""17:30 01/01"";""63"""
"17:30 01/01;""18:30 01/01"";""57"""
"18:30 01/01;""19:30 01/01"";""44"""
"19:30 01/01;""20:30 01/01"";""43"""
"20:30 01/01;""21:30 01/01"";""43"""
"21:30 01/01;""22:30 01/01"";""40"""
"22:30 01/01;""23:30 01/01"";""47"""
"23:30 01/01;""00:30 02/01"";""52"""
"00:30 02/01;""01:30 02/01"";""57"""
"01:30 02/01;""02:30 02/01"";""55"""
"02:30 02/01;""03:30 02/01"";""52"""
"03:30 02/01;""04:30 02/01"";""53"""
"04:30 02/01;""05:30 02/01"";""55"""
"05:30 02/01;""06:30 02/01"";""57"""
"06:30 02/01;""07:30 02/01"";""60"""
"07:30 02/01;""08:30 02/01"";""62"""
"08:30 02/01;""09:30 02/01"";""62"""
"09:30 02/01;""10:30 02/01"";""64"""
"10:30 02/01;""11:30 02/01"";""64"""
"11:30 02/01;""12:30 02/01"";""63"""
"12:30 02/01;""13:30 02/01"";""63"""
"13:30 02/01;""14:30 02/01"";""63"""
"14:30 02/01;""15:30 02/01"";""64"""
"15:30 02/01;""16:30 02/01"";""66"""
"16:30 02/01;""17:30 02/01"";""68"""
"17:30 02/01;""18:30 02/01"";""70"""
"18:30 02/01;""19:30 02/01"";""73"""
"19:30 02/01;""20:30 02/01"";""75"""
"20:30 02/01;""21:30 02/01"";""84"""
"21:30 02/01;""22:30 02/01"";""95"""
"22:30 02/01;""23:30 02/01"";""106"""
"23:30 02/01;""00:30 03/01"";""111"""
"00:30 03/01;""01:30 03/01"";""140"""
"01:30 03/01;""02:30 03/01"";""132"""
"02:30 03/01;""03:30 03/01"";""119"""
"03:30 03/01;""04:30 03/01"";""96"""
"04:30 03/01;""05:30 03/01"";""91"""
"05:30 03/01;""06:30 03/01"";""92"""
"06:30 03/01;""07:30 03/01"";""86"""
"07:30 03/01;""08:30 03/01"";""81"""
"08:30 03/01;""09:30 03/01"";""77"""
"09:30 03/01;""10:30 03/01"";""73"""
"10:30 03/01;""11:30 03/01"";""71"""
"11:30 03/01;""12:30 03/01"";""69"""
"12:30 03/01;""13:30 03/01"";""65"""
"13:30 03/01;""14:30 03/01"";""66"""
"14:30 03/01;""15:30 03/01"";""66"""
"15:30 03/01;""16:30 03/01"";""66"""
"16:30 03/01;""17:30 03/01"";""64"""
"17:30 03/01;""18:30 03/01"";""66"""
"18:30 03/01;""19:30 03/01"";""69"""
"19:30 03/01;""20:30 03/01"";""72"""
"20:30 03/01;""21:30 03/01"";""71"""
"21:30 03/01;""22:30 03/01"";""71"""
"22:30 03/01;""23:30 03/01"";""74"""
"23:30 03/01;""00:30 04/01"";""70"""
"00:30 04/01;""01:30 04/01"";""62"""
"01:30 04/01;""02:30 04/01"";""58"""
"02:30 04/01;""03:30 04/01"";""50"""
"03:30 04/01;""04:30 04/01"";""47"""
"04:30 04/01;""05:30 04/01"";""45"""
"05:30 04/01;""06:30 04/01"";""42"""
"06:30 04/01;""07:30 04/01"";""36"""
"07:30 04/01;""08:30 04/01"";""36"""
"08:30 04/01;""09:30 04/01"";""39"""
"09:30 04/01;""10:30 04/01"";""38"""
"10:30 04/01;""11:30 04/01"";""34"""
"11:30 04/01;""12:30 04/01"";""34"""
"12:30 04/01;""13:30 04/01"";""42"""
"13:30 04/01;""14:30 04/01"";""45"""
"14:30 04/01;""15:30 04/01"";""48"""
"15:30 04/01;""16:30 04/01"";""49"""
"16:30 04/01;""17:30 04/01"";""55"""
"17:30 04/01;""18:30 04/01"";""56"""
"18:30 04/01;""19:30 04/01"";""58"""
"19:30 04/01;""20:30 04/01"";""67"""
"20:30 04/01;""21:30 04/01"";""70"""
"21:30 04/01;""22:30 04/01"";""72"""
"22:30 04/01;""23:30 04/01"";""71"""
"23:30 04/01;""00:30 05/01"";""69"""
"00:30 05/01;""01:30 05/01"";""72"""
"01:30 05/01;""02:30 05/01"";""65"""
"02:30 05/01;""03:30 05/01"";""59"""
"03:30 05/01;""04:30 05/01"";""52"""
"04:30 05/01;""05:30 05/01"";""46"""
"05:30 05/01;""06:30 05/01"";""47"""
"06:30 05/01;""07:30 05/01"";""46"""
"07:30 05/01;""08:30 05/01"";""45"""
"08:30 05/01;""09:30 05/01"";""36"""
"09:30 05/01;""10:30 05/01"";""28"""
"10:30 05/01;""11:30 05/01"";""26"""
"11:30 05/01;""12:30 05/01"";""19"""
"12:30 05/01;""13:30 05/01"";""17"""
"13:30 05/01;""14:30 05/01"";""12"""
"14:30 05/01;""15:30 05/01"";""9"""
"15:30 05/01;""16:30 05/01"";""11"""
