PM10
"03:30 01/09;""04:30 01/09"";""4"""
"04:30 01/09;""05:30 01/09"";""3"""
"05:30 01/09;""06:30 01/09"";""4"""
"06:30 01/09;""07:30 01/09"";""4"""
"07:30 01/09;""08:30 01/09"";""4"""
"08:30 01/09;""09:30 01/09"";""5"""
"09:30 01/09;""10:30 01/09"";""11"""
"10:30 01/09;""11:30 01/09"";""15"""
"11:30 01/09;""12:30 01/09"";""13"""
"12:30 01/09;""13:30 01/09"";""11"""
"13:30 01/09;""14:30 01/09"";""10"""
"14:30 01/09;""15:30 01/09"";""11"""
"15:30 01/09;""16:30 01/09"";""7"""
"16:30 01/09;""17:30 01/09"";""4"""
"17:30 01/09;""18:30 01/09"";""2"""
"18:30 01/09;""19:30 01/09"";""2"""
"19:30 01/09;""20:30 01/09"";""1"""
"20:30 01/09;""21:30 01/09"";""2"""
"21:30 01/09;""22:30 01/09"";""3"""
"22:30 01/09;""23:30 01/09"";""5"""
"23:30 01/09;""00:30 02/09"";""12"""
"00:30 02/09;""01:30 02/09"";""9"""
"01:30 02/09;""02:30 02/09"";""7"""
"02:30 02/09;""03:30 02/09"";""7"""
"03:30 02/09;""04:30 02/09"";""7"""
"04:30 02/09;""05:30 02/09"";""7"""
"05:30 02/09;""06:30 02/09"";""8"""
"06:30 02/09;""07:30 02/09"";""9"""
"07:30 02/09;""08:30 02/09"";""9"""
"08:30 02/09;""09:30 02/09"";""9"""
"09:30 02/09;""10:30 02/09"";""9"""
"10:30 02/09;""11:30 02/09"";""9"""
"11:30 02/09;""12:30 02/09"";""9"""
"12:30 02/09;""13:30 02/09"";""7"""
"13:30 02/09;""14:30 02/09"";""8"""
"14:30 02/09;""15:30 02/09"";""6"""
"15:30 02/09;""16:30 02/09"";""5"""
"16:30 02/09;""17:30 02/09"";""4"""
"17:30 02/09;""18:30 02/09"";""3"""
"18:30 02/09;""19:30 02/09"";""3"""
"19:30 02/09;""20:30 02/09"";""3"""
"20:30 02/09;""21:30 02/09"";""3"""
"21:30 02/09;""22:30 02/09"";""3"""
"22:30 02/09;""23:30 02/09"";""5"""
"23:30 02/09;""00:30 03/09"";""11"""
"00:30 03/09;""01:30 03/09"";""17"""
"01:30 03/09;""02:30 03/09"";""18"""
"02:30 03/09;""03:30 03/09"";""20"""
"03:30 03/09;""04:30 03/09"";""26"""
"04:30 03/09;""05:30 03/09"";""16"""
"05:30 03/09;""06:30 03/09"";""17"""
"06:30 03/09;""07:30 03/09"";""15"""
"07:30 03/09;""08:30 03/09"";""12"""
"08:30 03/09;""09:30 03/09"";""11"""
"09:30 03/09;""10:30 03/09"";""13"""
"10:30 03/09;""11:30 03/09"";""17"""
"11:30 03/09;""12:30 03/09"";""13"""
"12:30 03/09;""13:30 03/09"";""6"""
"13:30 03/09;""14:30 03/09"";""4"""
