PM10
"10:30 25/02;""11:30 25/02"";""117"""
"11:30 25/02;""12:30 25/02"";""107"""
"12:30 25/02;""13:30 25/02"";""65"""
"13:30 25/02;""14:30 25/02"";""56"""
"14:30 25/02;""15:30 25/02"";""50"""
"15:30 25/02;""16:30 25/02"";""42"""
"16:30 25/02;""17:30 25/02"";""29"""
"17:30 25/02;""18:30 25/02"";""21"""
"18:30 25/02;""19:30 25/02"";""22"""
"19:30 25/02;""20:30 25/02"";""22"""
"20:30 25/02;""21:30 25/02"";""28"""
"21:30 25/02;""22:30 25/02"";""34"""
"22:30 25/02;""23:30 25/02"";""45"""
"23:30 25/02;""00:30 26/02"";""48"""
"00:30 26/02;""01:30 26/02"";""51"""
"01:30 26/02;""02:30 26/02"";""48"""
"02:30 26/02;""03:30 26/02"";""49"""
"03:30 26/02;""04:30 26/02"";""48"""
"04:30 26/02;""05:30 26/02"";""50"""
"05:30 26/02;""06:30 26/02"";""51"""
"06:30 26/02;""07:30 26/02"";""47"""
"07:30 26/02;""08:30 26/02"";""50"""
"08:30 26/02;""09:30 26/02"";""51"""
"09:30 26/02;""10:30 26/02"";""57"""
"10:30 26/02;""11:30 26/02"";""49"""
"11:30 26/02;""12:30 26/02"";""51"""
"12:30 26/02;""13:30 26/02"";""49"""
"13:30 26/02;""14:30 26/02"";""41"""
"14:30 26/02;""15:30 26/02"";""37"""
"15:30 26/02;""16:30 26/02"";""38"""
"16:30 26/02;""17:30 26/02"";""33"""
"17:30 26/02;""18:30 26/02"";""30"""
"18:30 26/02;""19:30 26/02"";""27"""
"19:30 26/02;""20:30 26/02"";""35"""
"20:30 26/02;""21:30 26/02"";""34"""
"21:30 26/02;""22:30 26/02"";""34"""
"22:30 26/02;""23:30 26/02"";""36"""
"23:30 26/02;""00:30 27/02"";""36"""
"00:30 27/02;""01:30 27/02"";""38"""
"01:30 27/02;""02:30 27/02"";""19"""
"02:30 27/02;""03:30 27/02"";""12"""
"03:30 27/02;""04:30 27/02"";""11"""
"04:30 27/02;""05:30 27/02"";""9"""
"05:30 27/02;""06:30 27/02"";""9"""
"06:30 27/02;""07:30 27/02"";""8"""
"07:30 27/02;""08:30 27/02"";""8"""
"08:30 27/02;""09:30 27/02"";""8"""
"09:30 27/02;""10:30 27/02"";""7"""
"10:30 27/02;""11:30 27/02"";""7"""
"11:30 27/02;""12:30 27/02"";""6"""
"12:30 27/02;""13:30 27/02"";""8"""
"13:30 27/02;""14:30 27/02"";""9"""
"14:30 27/02;""15:30 27/02"";""9"""
"15:30 27/02;""16:30 27/02"";""10"""
"16:30 27/02;""17:30 27/02"";""10"""
"17:30 27/02;""18:30 27/02"";""10"""
"18:30 27/02;""19:30 27/02"";""5"""
"19:30 27/02;""20:30 27/02"";""3"""
"20:30 27/02;""21:30 27/02"";""4"""
"21:30 27/02;""22:30 27/02"";""6"""
"22:30 27/02;""23:30 27/02"";""16"""
"23:30 27/02;""00:30 28/02"";""42"""
"00:30 28/02;""01:30 28/02"";""50"""
"01:30 28/02;""02:30 28/02"";""34"""
"02:30 28/02;""03:30 28/02"";""32"""
"03:30 28/02;""04:30 28/02"";""35"""
