From;To;ID 6436 - PM2.5
"04:30 01/12";"05:30 01/12";"43"
"05:30 01/12";"06:30 01/12";"42"
"06:30 01/12";"07:30 01/12";"45"
"07:30 01/12";"08:30 01/12";"51"
"08:30 01/12";"09:30 01/12";"51"
"09:30 01/12";"10:30 01/12";"53"
"10:30 01/12";"11:30 01/12";"46"
"11:30 01/12";"12:30 01/12";"49"
"12:30 01/12";"13:30 01/12";"48"
"13:30 01/12";"14:30 01/12";"45"
"14:30 01/12";"15:30 01/12";"42"
"15:30 01/12";"16:30 01/12";"39"
"16:30 01/12";"17:30 01/12";"33"
"17:30 01/12";"18:30 01/12";"28"
"18:30 01/12";"19:30 01/12";"32"
"19:30 01/12";"20:30 01/12";"39"
"20:30 01/12";"21:30 01/12";"46"
"21:30 01/12";"22:30 01/12";"50"
"22:30 01/12";"23:30 01/12";"55"
"23:30 01/12";"00:30 02/12";"56"
"00:30 02/12";"01:30 02/12";"54"
"01:30 02/12";"02:30 02/12";"46"
"02:30 02/12";"03:30 02/12";"52"
"03:30 02/12";"04:30 02/12";"44"
"04:30 02/12";"05:30 02/12";"44"
"05:30 02/12";"06:30 02/12";"44"
"06:30 02/12";"07:30 02/12";"43"
"07:30 02/12";"08:30 02/12";"43"
"08:30 02/12";"09:30 02/12";"40"
"09:30 02/12";"10:30 02/12";"35"
"10:30 02/12";"11:30 02/12";"35"
"11:30 02/12";"12:30 02/12";"34"
"12:30 02/12";"13:30 02/12";"33"
"13:30 02/12";"14:30 02/12";"33"
"14:30 02/12";"15:30 02/12";"32"
"15:30 02/12";"16:30 02/12";"38"
"16:30 02/12";"17:30 02/12";"33"
"17:30 02/12";"18:30 02/12";"33"
"18:30 02/12";"19:30 02/12";"35"
"19:30 02/12";"20:30 02/12";"42"
"20:30 02/12";"21:30 02/12";"37"
"21:30 02/12";"22:30 02/12";"34"
"22:30 02/12";"23:30 02/12";"34"
"23:30 02/12";"00:30 03/12";"34"
"00:30 03/12";"01:30 03/12";"35"
"01:30 03/12";"02:30 03/12";"37"
"02:30 03/12";"03:30 03/12";"38"
"03:30 03/12";"04:30 03/12";"34"
"04:30 03/12";"05:30 03/12";"31"
"05:30 03/12";"06:30 03/12";"31"
"06:30 03/12";"07:30 03/12";"32"
"07:30 03/12";"08:30 03/12";"36"
"08:30 03/12";"09:30 03/12";"36"
"09:30 03/12";"10:30 03/12";"32"
"10:30 03/12";"11:30 03/12";"30"
"11:30 03/12";"12:30 03/12";"31"
"12:30 03/12";"13:30 03/12";"33"
"13:30 03/12";"14:30 03/12";"32"
"14:30 03/12";"15:30 03/12";"32"
"15:30 03/12";"16:30 03/12";"34"
"16:30 03/12";"17:30 03/12";"34"
"17:30 03/12";"18:30 03/12";"35"
"18:30 03/12";"19:30 03/12";"37"
"19:30 03/12";"20:30 03/12";"40"
"20:30 03/12";"21:30 03/12";"38"
"21:30 03/12";"22:30 03/12";"37"
"22:30 03/12";"23:30 03/12";"37"
"23:30 03/12";"00:30 04/12";"37"
"00:30 04/12";"01:30 04/12";"35"
"01:30 04/12";"02:30 04/12";"35"
"02:30 04/12";"03:30 04/12";"34"
"03:30 04/12";"04:30 04/12";"32"
"04:30 04/12";"05:30 04/12";"30"
"05:30 04/12";"06:30 04/12";"30"
"06:30 04/12";"07:30 04/12";"29"
"07:30 04/12";"08:30 04/12";"28"
"08:30 04/12";"09:30 04/12";"26"
"09:30 04/12";"10:30 04/12";"26"
"10:30 04/12";"11:30 04/12";"27"
"11:30 04/12";"12:30 04/12";"27"
"12:30 04/12";"13:30 04/12";"27"
"13:30 04/12";"14:30 04/12";"27"
"14:30 04/12";"15:30 04/12";"26"
"15:30 04/12";"16:30 04/12";"26"
"16:30 04/12";"17:30 04/12";"26"
"17:30 04/12";"18:30 04/12";"26"
"18:30 04/12";"19:30 04/12";"28"
"19:30 04/12";"20:30 04/12";"31"
"20:30 04/12";"21:30 04/12";"33"
"21:30 04/12";"22:30 04/12";"34"
"22:30 04/12";"23:30 04/12";"34"
"23:30 04/12";"00:30 05/12";"34"
"00:30 05/12";"01:30 05/12";"34"
"01:30 05/12";"02:30 05/12";"33"
"02:30 05/12";"03:30 05/12";"33"
"03:30 05/12";"04:30 05/12";"32"
"04:30 05/12";"05:30 05/12";"30"
"05:30 05/12";"06:30 05/12";"28"
"06:30 05/12";"07:30 05/12";"26"
"07:30 05/12";"08:30 05/12";"25"
