From;To;ID 6436 - PM2.5
"01/01/2020";"02/01/2020";"22"
"02/01/2020";"03/01/2020";"38"
"03/01/2020";"04/01/2020";"48"
"04/01/2020";"05/01/2020";"13"
"05/01/2020";"06/01/2020";"17"
"06/01/2020";"07/01/2020";"40"
"07/01/2020";"08/01/2020";"45"
"08/01/2020";"09/01/2020";"40"
"09/01/2020";"10/01/2020";"31"
"10/01/2020";"11/01/2020";"32"
"11/01/2020";"12/01/2020";"14"
"12/01/2020";"13/01/2020";"26"
"13/01/2020";"14/01/2020";"30"
"14/01/2020";"15/01/2020";"41"
"15/01/2020";"16/01/2020";"34"
"16/01/2020";"17/01/2020";"47"
"17/01/2020";"18/01/2020";"68"
"18/01/2020";"19/01/2020";"49"
"19/01/2020";"20/01/2020";"47"
"20/01/2020";"21/01/2020";"31"
"21/01/2020";"22/01/2020";"25"
"22/01/2020";"23/01/2020";"17"
"23/01/2020";"24/01/2020";"24"
"24/01/2020";"25/01/2020";"39"
"25/01/2020";"26/01/2020";"39"
"26/01/2020";"27/01/2020";"41"
"27/01/2020";"28/01/2020";"64"
"28/01/2020";"29/01/2020";"54"
"29/01/2020";"30/01/2020";"18"
"30/01/2020";"31/01/2020";"17"
"31/01/2020";"01/02/2020";"12"
"01/02/2020";"02/02/2020";"17"
"02/02/2020";"03/02/2020";"9"
"03/02/2020";"04/02/2020";"18"
"04/02/2020";"05/02/2020";"16"
"05/02/2020";"06/02/2020";"16"
"06/02/2020";"07/02/2020";"19"
"07/02/2020";"08/02/2020";"26"
"08/02/2020";"09/02/2020";"54"
"09/02/2020";"10/02/2020";"41"
"10/02/2020";"11/02/2020";"12"
"11/02/2020";"12/02/2020";"8"
"12/02/2020";"13/02/2020";"8"
"13/02/2020";"14/02/2020";"21"
"14/02/2020";"15/02/2020";"41"
"15/02/2020";"16/02/2020";"45"
"16/02/2020";"17/02/2020";"28"
"17/02/2020";"18/02/2020";"14"
"18/02/2020";"19/02/2020";"12"
"19/02/2020";"20/02/2020";"15"
"20/02/2020";"21/02/2020";"27"
"21/02/2020";"22/02/2020";"26"
"22/02/2020";"23/02/2020";"18"
"23/02/2020";"24/02/2020";"8"
"24/02/2020";"25/02/2020";"11"
"25/02/2020";"26/02/2020";"19"
"26/02/2020";"27/02/2020";"20"
"27/02/2020";"28/02/2020";"23"
"28/02/2020";"29/02/2020";"34"
"29/02/2020";"01/03/2020";"22"
