From;To;ID 6436 - PM2.5
"04:30 01/03";"05:30 01/03";"22"
"05:30 01/03";"06:30 01/03";"19"
"06:30 01/03";"07:30 01/03";"17"
"07:30 01/03";"08:30 01/03";"17"
"08:30 01/03";"09:30 01/03";"16"
"09:30 01/03";"10:30 01/03";"13"
"10:30 01/03";"11:30 01/03";"11"
"11:30 01/03";"12:30 01/03";"10"
"12:30 01/03";"13:30 01/03";"9"
"13:30 01/03";"14:30 01/03";"10"
"14:30 01/03";"15:30 01/03";"11"
"15:30 01/03";"16:30 01/03";"11"
"16:30 01/03";"17:30 01/03";"11"
"17:30 01/03";"18:30 01/03";"11"
"18:30 01/03";"19:30 01/03";"10"
"19:30 01/03";"20:30 01/03";"9"
"20:30 01/03";"21:30 01/03";"11"
"21:30 01/03";"22:30 01/03";"15"
"22:30 01/03";"23:30 01/03";"24"
"23:30 01/03";"00:30 02/03";"36"
"00:30 02/03";"01:30 02/03";"28"
"01:30 02/03";"02:30 02/03";"30"
"02:30 02/03";"03:30 02/03";"28"
"03:30 02/03";"04:30 02/03";"30"
"04:30 02/03";"05:30 02/03";"34"
"05:30 02/03";"06:30 02/03";"34"
"06:30 02/03";"07:30 02/03";"32"
"07:30 02/03";"08:30 02/03";"33"
"08:30 02/03";"09:30 02/03";"36"
"09:30 02/03";"10:30 02/03";"36"
"10:30 02/03";"11:30 02/03";"36"
"11:30 02/03";"12:30 02/03";"35"
"12:30 02/03";"13:30 02/03";"35"
"13:30 02/03";"14:30 02/03";"35"
"14:30 02/03";"15:30 02/03";"32"
"15:30 02/03";"16:30 02/03";"31"
"16:30 02/03";"17:30 02/03";"30"
"17:30 02/03";"18:30 02/03";"27"
"18:30 02/03";"19:30 02/03";"26"
"19:30 02/03";"20:30 02/03";"36"
"20:30 02/03";"21:30 02/03";"34"
"21:30 02/03";"22:30 02/03";"35"
"22:30 02/03";"23:30 02/03";"33"
"23:30 02/03";"00:30 03/03";"34"
"00:30 03/03";"01:30 03/03";"36"
"01:30 03/03";"02:30 03/03";"38"
"02:30 03/03";"03:30 03/03";"40"
"03:30 03/03";"04:30 03/03";"44"
"04:30 03/03";"05:30 03/03";"43"
"05:30 03/03";"06:30 03/03";"38"
"06:30 03/03";"07:30 03/03";"44"
"07:30 03/03";"08:30 03/03";"43"
"08:30 03/03";"09:30 03/03";"44"
"09:30 03/03";"10:30 03/03";"38"
"10:30 03/03";"11:30 03/03";"37"
"11:30 03/03";"12:30 03/03";"36"
"12:30 03/03";"13:30 03/03";"34"
"13:30 03/03";"14:30 03/03";"26"
"14:30 03/03";"15:30 03/03";"25"
"15:30 03/03";"16:30 03/03";"21"
"16:30 03/03";"17:30 03/03";"14"
"17:30 03/03";"18:30 03/03";"15"
"18:30 03/03";"19:30 03/03";"15"
"19:30 03/03";"20:30 03/03";"21"
"20:30 03/03";"21:30 03/03";"29"
"21:30 03/03";"22:30 03/03";"48"
"22:30 03/03";"23:30 03/03";"49"
"23:30 03/03";"00:30 04/03";"51"
"00:30 04/03";"01:30 04/03";"52"
"01:30 04/03";"02:30 04/03";"30"
"02:30 04/03";"03:30 04/03";"30"
"03:30 04/03";"04:30 04/03";"31"
"04:30 04/03";"05:30 04/03";"24"
"05:30 04/03";"06:30 04/03";"18"
"06:30 04/03";"07:30 04/03";"16"
"07:30 04/03";"08:30 04/03";"19"
"08:30 04/03";"09:30 04/03";"18"
"09:30 04/03";"10:30 04/03";"20"
"10:30 04/03";"11:30 04/03";"23"
"11:30 04/03";"12:30 04/03";"25"
