From;To;ID 2851 - PM2.5
"04:30 01/03";"05:30 01/03";"22"
"05:30 01/03";"06:30 01/03";"19"
"06:30 01/03";"07:30 01/03";"18"
"07:30 01/03";"08:30 01/03";"18"
"08:30 01/03";"09:30 01/03";"18"
"09:30 01/03";"10:30 01/03";"15"
"10:30 01/03";"11:30 01/03";"12"
"11:30 01/03";"12:30 01/03";"11"
"12:30 01/03";"13:30 01/03";"11"
"13:30 01/03";"14:30 01/03";"11"
"14:30 01/03";"15:30 01/03";"12"
"15:30 01/03";"16:30 01/03";"13"
"16:30 01/03";"17:30 01/03";"12"
"17:30 01/03";"18:30 01/03";"11"
"18:30 01/03";"19:30 01/03";"10"
"19:30 01/03";"20:30 01/03";"8"
"20:30 01/03";"21:30 01/03";"8"
"21:30 01/03";"22:30 01/03";"11"
"22:30 01/03";"23:30 01/03";"21"
"23:30 01/03";"00:30 02/03";"19"
"00:30 02/03";"01:30 02/03";"23"
"01:30 02/03";"02:30 02/03";"27"
"02:30 02/03";"03:30 02/03";"28"
"03:30 02/03";"04:30 02/03";"33"
"04:30 02/03";"05:30 02/03";"38"
"05:30 02/03";"06:30 02/03";"34"
"06:30 02/03";"07:30 02/03";"35"
"07:30 02/03";"08:30 02/03";"35"
"08:30 02/03";"09:30 02/03";"37"
"09:30 02/03";"10:30 02/03";"38"
"10:30 02/03";"11:30 02/03";"38"
"11:30 02/03";"12:30 02/03";"35"
"12:30 02/03";"13:30 02/03";"36"
"13:30 02/03";"14:30 02/03";"35"
"14:30 02/03";"15:30 02/03";"34"
"15:30 02/03";"16:30 02/03";"34"
"16:30 02/03";"17:30 02/03";"32"
"17:30 02/03";"18:30 02/03";"28"
"18:30 02/03";"19:30 02/03";"27"
"19:30 02/03";"20:30 02/03";"34"
"20:30 02/03";"21:30 02/03";"31"
"21:30 02/03";"22:30 02/03";"33"
"22:30 02/03";"23:30 02/03";"38"
"23:30 02/03";"00:30 03/03";"38"
"00:30 03/03";"01:30 03/03";"39"
"01:30 03/03";"02:30 03/03";"41"
"02:30 03/03";"03:30 03/03";"43"
"03:30 03/03";"04:30 03/03";"43"
"04:30 03/03";"05:30 03/03";"42"
"05:30 03/03";"06:30 03/03";"39"
"06:30 03/03";"07:30 03/03";"43"
"07:30 03/03";"08:30 03/03";"45"
"08:30 03/03";"09:30 03/03";"44"
"09:30 03/03";"10:30 03/03";"42"
"10:30 03/03";"11:30 03/03";"43"
"11:30 03/03";"12:30 03/03";"38"
"12:30 03/03";"13:30 03/03";"35"
"13:30 03/03";"14:30 03/03";"36"
"14:30 03/03";"15:30 03/03";"28"
"15:30 03/03";"16:30 03/03";"25"
"16:30 03/03";"17:30 03/03";"16"
"17:30 03/03";"18:30 03/03";"17"
"18:30 03/03";"19:30 03/03";"16"
"19:30 03/03";"20:30 03/03";"21"
"20:30 03/03";"21:30 03/03";"27"
"21:30 03/03";"22:30 03/03";"35"
"22:30 03/03";"23:30 03/03";"42"
"23:30 03/03";"00:30 04/03";"59"
"00:30 04/03";"01:30 04/03";"41"
"01:30 04/03";"02:30 04/03";"31"
"02:30 04/03";"03:30 04/03";"32"
"03:30 04/03";"04:30 04/03";"34"
"04:30 04/03";"05:30 04/03";"26"
"05:30 04/03";"06:30 04/03";"21"
"06:30 04/03";"07:30 04/03";"20"
"07:30 04/03";"08:30 04/03";"21"
"08:30 04/03";"09:30 04/03";"21"
"09:30 04/03";"10:30 04/03";"25"
"10:30 04/03";"11:30 04/03";"28"
"11:30 04/03";"12:30 04/03";"28"
