From;To;ID 6436 - PM2.5
"04:30 01/12";"05:30 01/12";"42"
"05:30 01/12";"06:30 01/12";"43"
"06:30 01/12";"07:30 01/12";"42"
"07:30 01/12";"08:30 01/12";"38"
"08:30 01/12";"09:30 01/12";"33"
"09:30 01/12";"10:30 01/12";"31"
"10:30 01/12";"11:30 01/12";"29"
"11:30 01/12";"12:30 01/12";"30"
"12:30 01/12";"13:30 01/12";"26"
"13:30 01/12";"14:30 01/12";"22"
"14:30 01/12";"15:30 01/12";"27"
"15:30 01/12";"16:30 01/12";"28"
"16:30 01/12";"17:30 01/12";"31"
"17:30 01/12";"18:30 01/12";"30"
"18:30 01/12";"19:30 01/12";"35"
"19:30 01/12";"20:30 01/12";"41"
"20:30 01/12";"21:30 01/12";"56"
"21:30 01/12";"22:30 01/12";"70"
"22:30 01/12";"23:30 01/12";"109"
"23:30 01/12";"00:30 02/12";"112"
"00:30 02/12";"01:30 02/12";"117"
"01:30 02/12";"02:30 02/12";"91"
"02:30 02/12";"03:30 02/12";"73"
"03:30 02/12";"04:30 02/12";"59"
"04:30 02/12";"05:30 02/12";"49"
"05:30 02/12";"06:30 02/12";"41"
"06:30 02/12";"07:30 02/12";"40"
"07:30 02/12";"08:30 02/12";"39"
"08:30 02/12";"09:30 02/12";"38"
"09:30 02/12";"10:30 02/12";"38"
"10:30 02/12";"11:30 02/12";"37"
"11:30 02/12";"12:30 02/12";"41"
"12:30 02/12";"13:30 02/12";"42"
"13:30 02/12";"14:30 02/12";"39"
"14:30 02/12";"15:30 02/12";"39"
"15:30 02/12";"16:30 02/12";"39"
"16:30 02/12";"17:30 02/12";"38"
"17:30 02/12";"18:30 02/12";"39"
"18:30 02/12";"19:30 02/12";"39"
"19:30 02/12";"20:30 02/12";"38"
"20:30 02/12";"21:30 02/12";"30"
"21:30 02/12";"22:30 02/12";"30"
"22:30 02/12";"23:30 02/12";"28"
"23:30 02/12";"00:30 03/12";"26"
"00:30 03/12";"01:30 03/12";"26"
"01:30 03/12";"02:30 03/12";"26"
"02:30 03/12";"03:30 03/12";"28"
