From;To;ID 6436 - PM2.5
"03:30 01/04";"04:30 01/04";"9"
"04:30 01/04";"05:30 01/04";"9"
"05:30 01/04";"06:30 01/04";"12"
"06:30 01/04";"07:30 01/04";"12"
"07:30 01/04";"08:30 01/04";"12"
"08:30 01/04";"09:30 01/04";"15"
"09:30 01/04";"10:30 01/04";"16"
"10:30 01/04";"11:30 01/04";"15"
"11:30 01/04";"12:30 01/04";"7"
"12:30 01/04";"13:30 01/04";"3"
"13:30 01/04";"14:30 01/04";"3"
"14:30 01/04";"15:30 01/04";"2"
"15:30 01/04";"16:30 01/04";"1"
"16:30 01/04";"17:30 01/04";"1"
"17:30 01/04";"18:30 01/04";"2"
"18:30 01/04";"19:30 01/04";"2"
"19:30 01/04";"20:30 01/04";"2"
"20:30 01/04";"21:30 01/04";"2"
"21:30 01/04";"22:30 01/04";"4"
"22:30 01/04";"23:30 01/04";"24"
"23:30 01/04";"00:30 02/04";"31"
"00:30 02/04";"01:30 02/04";"43"
"01:30 02/04";"02:30 02/04";"54"
"02:30 02/04";"03:30 02/04";"47"
"03:30 02/04";"04:30 02/04";"42"
"04:30 02/04";"05:30 02/04";"42"
"05:30 02/04";"06:30 02/04";"40"
"06:30 02/04";"07:30 02/04";"41"
"07:30 02/04";"08:30 02/04";"27"
"08:30 02/04";"09:30 02/04";"22"
"09:30 02/04";"10:30 02/04";"18"
"10:30 02/04";"11:30 02/04";"14"
"11:30 02/04";"12:30 02/04";"14"
"12:30 02/04";"13:30 02/04";"7"
"13:30 02/04";"14:30 02/04";"5"
"14:30 02/04";"15:30 02/04";"4"
"15:30 02/04";"16:30 02/04";"4"
"16:30 02/04";"17:30 02/04";"5"
"17:30 02/04";"18:30 02/04";"4"
"18:30 02/04";"19:30 02/04";"6"
"19:30 02/04";"20:30 02/04";"6"
"20:30 02/04";"21:30 02/04";"8"
"21:30 02/04";"22:30 02/04";"8"
"22:30 02/04";"23:30 02/04";"13"
"23:30 02/04";"00:30 03/04";"19"
"00:30 03/04";"01:30 03/04";"19"
"01:30 03/04";"02:30 03/04";"20"
"02:30 03/04";"03:30 03/04";"20"
"03:30 03/04";"04:30 03/04";"19"
"04:30 03/04";"05:30 03/04";"19"
"05:30 03/04";"06:30 03/04";"19"
"06:30 03/04";"07:30 03/04";"20"
"07:30 03/04";"08:30 03/04";"23"
"08:30 03/04";"09:30 03/04";"27"
"09:30 03/04";"10:30 03/04";"25"
"10:30 03/04";"11:30 03/04";"23"
"11:30 03/04";"12:30 03/04";"24"
"12:30 03/04";"13:30 03/04";"25"
"13:30 03/04";"14:30 03/04";"23"
"14:30 03/04";"15:30 03/04";"21"
"15:30 03/04";"16:30 03/04";"19"
"16:30 03/04";"17:30 03/04";"18"
"17:30 03/04";"18:30 03/04";"18"
"18:30 03/04";"19:30 03/04";"19"
"19:30 03/04";"20:30 03/04";"19"
"20:30 03/04";"21:30 03/04";"20"
"21:30 03/04";"22:30 03/04";"22"
"22:30 03/04";"23:30 03/04";"25"
"23:30 03/04";"00:30 04/04";"25"
"00:30 04/04";"01:30 04/04";"27"
"01:30 04/04";"02:30 04/04";"28"
"02:30 04/04";"03:30 04/04";"28"
"03:30 04/04";"04:30 04/04";"28"
"04:30 04/04";"05:30 04/04";"29"
"05:30 04/04";"06:30 04/04";"30"
"06:30 04/04";"07:30 04/04";"30"
"07:30 04/04";"08:30 04/04";"30"
