From;To;ID 31103 - PM2.5
"03:30 01/06";"04:30 01/06";"32"
"04:30 01/06";"05:30 01/06";"31"
"05:30 01/06";"06:30 01/06";"29"
"06:30 01/06";"07:30 01/06";"27"
"07:30 01/06";"08:30 01/06";"21"
"08:30 01/06";"09:30 01/06";"20"
"09:30 01/06";"10:30 01/06";"20"
"10:30 01/06";"11:30 01/06";"19"
"11:30 01/06";"12:30 01/06";"15"
"12:30 01/06";"13:30 01/06";"13"
"13:30 01/06";"14:30 01/06";"7"
"14:30 01/06";"15:30 01/06";"5"
"15:30 01/06";"16:30 01/06";"6"
"16:30 01/06";"17:30 01/06";"5"
"17:30 01/06";"18:30 01/06";"6"
"18:30 01/06";"19:30 01/06";"7"
"19:30 01/06";"20:30 01/06";"6"
"20:30 01/06";"21:30 01/06";"5"
"21:30 01/06";"22:30 01/06";"6"
"22:30 01/06";"23:30 01/06";"6"
"23:30 01/06";"00:30 02/06";"8"
"00:30 02/06";"01:30 02/06";"11"
"01:30 02/06";"02:30 02/06";"15"
"02:30 02/06";"03:30 02/06";"18"
"03:30 02/06";"04:30 02/06";"18"
"04:30 02/06";"05:30 02/06";"18"
"05:30 02/06";"06:30 02/06";"19"
"06:30 02/06";"07:30 02/06";"20"
"07:30 02/06";"08:30 02/06";"20"
"08:30 02/06";"09:30 02/06";"16"
"09:30 02/06";"10:30 02/06";"11"
"10:30 02/06";"11:30 02/06";"9"
"11:30 02/06";"12:30 02/06";"8"
"12:30 02/06";"13:30 02/06";"5"
"13:30 02/06";"14:30 02/06";"5"
"14:30 02/06";"15:30 02/06";"5"
"15:30 02/06";"16:30 02/06";"5"
"16:30 02/06";"17:30 02/06";"5"
"17:30 02/06";"18:30 02/06";"5"
"18:30 02/06";"19:30 02/06";"5"
"19:30 02/06";"20:30 02/06";"6"
"20:30 02/06";"21:30 02/06";"6"
"21:30 02/06";"22:30 02/06";"6"
"22:30 02/06";"23:30 02/06";"7"
"23:30 02/06";"00:30 03/06";"11"
"00:30 03/06";"01:30 03/06";"22"
"01:30 03/06";"02:30 03/06";"31"
"02:30 03/06";"03:30 03/06";"30"
"03:30 03/06";"04:30 03/06";"30"
