From;To;ID 31103 - PM2.5
"04:30 01/01";"05:30 01/01";"153"
"05:30 01/01";"06:30 01/01";"102"
"06:30 01/01";"07:30 01/01";"53"
"07:30 01/01";"08:30 01/01";"38"
"08:30 01/01";"09:30 01/01";"36"
"09:30 01/01";"10:30 01/01";"35"
"10:30 01/01";"11:30 01/01";"34"
"11:30 01/01";"12:30 01/01";"35"
"12:30 01/01";"13:30 01/01";"34"
"13:30 01/01";"14:30 01/01";"36"
"14:30 01/01";"15:30 01/01";"39"
"15:30 01/01";"16:30 01/01";"40"
"16:30 01/01";"17:30 01/01";"42"
"17:30 01/01";"18:30 01/01";"39"
"18:30 01/01";"19:30 01/01";"29"
"19:30 01/01";"20:30 01/01";"34"
"20:30 01/01";"21:30 01/01";"33"
"21:30 01/01";"22:30 01/01";"30"
"22:30 01/01";"23:30 01/01";"30"
"23:30 01/01";"00:30 02/01";"32"
"00:30 02/01";"01:30 02/01";"34"
"01:30 02/01";"02:30 02/01";"35"
"02:30 02/01";"03:30 02/01";"33"
"03:30 02/01";"04:30 02/01";"34"
"04:30 02/01";"05:30 02/01";"33"
"05:30 02/01";"06:30 02/01";"34"
"06:30 02/01";"07:30 02/01";"36"
"07:30 02/01";"08:30 02/01";"37"
"08:30 02/01";"09:30 02/01";"37"
"09:30 02/01";"10:30 02/01";"38"
"10:30 02/01";"11:30 02/01";"38"
"11:30 02/01";"12:30 02/01";"40"
"12:30 02/01";"13:30 02/01";"38"
"13:30 02/01";"14:30 02/01";"40"
"14:30 02/01";"15:30 02/01";"38"
"15:30 02/01";"16:30 02/01";"37"
"16:30 02/01";"17:30 02/01";"38"
"17:30 02/01";"18:30 02/01";"37"
"18:30 02/01";"19:30 02/01";"42"
"19:30 02/01";"20:30 02/01";"46"
"20:30 02/01";"21:30 02/01";"51"
"21:30 02/01";"22:30 02/01";"64"
"22:30 02/01";"23:30 02/01";"71"
"23:30 02/01";"00:30 03/01";"76"
"00:30 03/01";"01:30 03/01";"86"
"01:30 03/01";"02:30 03/01";"76"
"02:30 03/01";"03:30 03/01";"77"
"03:30 03/01";"04:30 03/01";"71"
"04:30 03/01";"05:30 03/01";"67"
"05:30 03/01";"06:30 03/01";"65"
"06:30 03/01";"07:30 03/01";"60"
"07:30 03/01";"08:30 03/01";"55"
"08:30 03/01";"09:30 03/01";"50"
"09:30 03/01";"10:30 03/01";"47"
"10:30 03/01";"11:30 03/01";"44"
"11:30 03/01";"12:30 03/01";"41"
"12:30 03/01";"13:30 03/01";"39"
"13:30 03/01";"14:30 03/01";"38"
"14:30 03/01";"15:30 03/01";"38"
"15:30 03/01";"16:30 03/01";"36"
"16:30 03/01";"17:30 03/01";"36"
"17:30 03/01";"18:30 03/01";"37"
"18:30 03/01";"19:30 03/01";"40"
"19:30 03/01";"20:30 03/01";"40"
"20:30 03/01";"21:30 03/01";"40"
"21:30 03/01";"22:30 03/01";"41"
"22:30 03/01";"23:30 03/01";"40"
"23:30 03/01";"00:30 04/01";"38"
"00:30 04/01";"01:30 04/01";"36"
"01:30 04/01";"02:30 04/01";"32"
"02:30 04/01";"03:30 04/01";"31"
"03:30 04/01";"04:30 04/01";"30"
"04:30 04/01";"05:30 04/01";"30"
"05:30 04/01";"06:30 04/01";"29"
"06:30 04/01";"07:30 04/01";"26"
"07:30 04/01";"08:30 04/01";"25"
"08:30 04/01";"09:30 04/01";"27"
"09:30 04/01";"10:30 04/01";"26"
"10:30 04/01";"11:30 04/01";"25"
"11:30 04/01";"12:30 04/01";"24"
"12:30 04/01";"13:30 04/01";"27"
"13:30 04/01";"14:30 04/01";"28"
"14:30 04/01";"15:30 04/01";"29"
"15:30 04/01";"16:30 04/01";"30"
"16:30 04/01";"17:30 04/01";"31"
"17:30 04/01";"18:30 04/01";"32"
"18:30 04/01";"19:30 04/01";"34"
"19:30 04/01";"20:30 04/01";"36"
"20:30 04/01";"21:30 04/01";"37"
"21:30 04/01";"22:30 04/01";"37"
"22:30 04/01";"23:30 04/01";"36"
"23:30 04/01";"00:30 05/01";"36"
"00:30 05/01";"01:30 05/01";"38"
"01:30 05/01";"02:30 05/01";"36"
"02:30 05/01";"03:30 05/01";"34"
