From;To;ID 31103 - PM2.5
"03:30 01/09";"04:30 01/09";"3"
"04:30 01/09";"05:30 01/09";"3"
"05:30 01/09";"06:30 01/09";"4"
"06:30 01/09";"07:30 01/09";"3"
"07:30 01/09";"08:30 01/09";"3"
"08:30 01/09";"09:30 01/09";"5"
"09:30 01/09";"10:30 01/09";"11"
"10:30 01/09";"11:30 01/09";"14"
"11:30 01/09";"12:30 01/09";"13"
"12:30 01/09";"13:30 01/09";"6"
"13:30 01/09";"14:30 01/09";"7"
"14:30 01/09";"15:30 01/09";"7"
"15:30 01/09";"16:30 01/09";"6"
"16:30 01/09";"17:30 01/09";"3"
"17:30 01/09";"18:30 01/09";"2"
"18:30 01/09";"19:30 01/09";"2"
"19:30 01/09";"20:30 01/09";"2"
"20:30 01/09";"21:30 01/09";"2"
"21:30 01/09";"22:30 01/09";"4"
"22:30 01/09";"23:30 01/09";"5"
"23:30 01/09";"00:30 02/09";"7"
"00:30 02/09";"01:30 02/09";"7"
"01:30 02/09";"02:30 02/09";"7"
"02:30 02/09";"03:30 02/09";"10"
"03:30 02/09";"04:30 02/09";"6"
"04:30 02/09";"05:30 02/09";"6"
"05:30 02/09";"06:30 02/09";"6"
"06:30 02/09";"07:30 02/09";"7"
"07:30 02/09";"08:30 02/09";"7"
"08:30 02/09";"09:30 02/09";"8"
"09:30 02/09";"10:30 02/09";"8"
"10:30 02/09";"11:30 02/09";"13"
"11:30 02/09";"12:30 02/09";"8"
"12:30 02/09";"13:30 02/09";"6"
"13:30 02/09";"14:30 02/09";"5"
"14:30 02/09";"15:30 02/09";"5"
"15:30 02/09";"16:30 02/09";"4"
"16:30 02/09";"17:30 02/09";"3"
"17:30 02/09";"18:30 02/09";"3"
"18:30 02/09";"19:30 02/09";"4"
"19:30 02/09";"20:30 02/09";"3"
"20:30 02/09";"21:30 02/09";"3"
"21:30 02/09";"22:30 02/09";"4"
"22:30 02/09";"23:30 02/09";"11"
"23:30 02/09";"00:30 03/09";"8"
"00:30 03/09";"01:30 03/09";"17"
"01:30 03/09";"02:30 03/09";"21"
"02:30 03/09";"03:30 03/09";"14"
"03:30 03/09";"04:30 03/09";"14"
"04:30 03/09";"05:30 03/09";"15"
"05:30 03/09";"06:30 03/09";"13"
"06:30 03/09";"07:30 03/09";"12"
"07:30 03/09";"08:30 03/09";"10"
"08:30 03/09";"09:30 03/09";"10"
"09:30 03/09";"10:30 03/09";"13"
"10:30 03/09";"11:30 03/09";"10"
"11:30 03/09";"12:30 03/09";"6"
"12:30 03/09";"13:30 03/09";"4"
"13:30 03/09";"14:30 03/09";"4"
"14:30 03/09";"15:30 03/09";"2"
"15:30 03/09";"16:30 03/09";"3"
"16:30 03/09";"17:30 03/09";"4"
"17:30 03/09";"18:30 03/09";"4"
"18:30 03/09";"19:30 03/09";"9"
"19:30 03/09";"20:30 03/09";"11"
"20:30 03/09";"21:30 03/09";"14"
"21:30 03/09";"22:30 03/09";"15"
"22:30 03/09";"23:30 03/09";"17"
"23:30 03/09";"00:30 04/09";"15"
"00:30 04/09";"01:30 04/09";"17"
"01:30 04/09";"02:30 04/09";"16"
"02:30 04/09";"03:30 04/09";"16"
"03:30 04/09";"04:30 04/09";"14"
"04:30 04/09";"05:30 04/09";"15"
"05:30 04/09";"06:30 04/09";"13"
"06:30 04/09";"07:30 04/09";"13"
"07:30 04/09";"08:30 04/09";"11"
"08:30 04/09";"09:30 04/09";"9"
"09:30 04/09";"10:30 04/09";"8"
"10:30 04/09";"11:30 04/09";"5"
"11:30 04/09";"12:30 04/09";"2"
"12:30 04/09";"13:30 04/09";"0"
"13:30 04/09";"14:30 04/09";"0"
"14:30 04/09";"15:30 04/09";"0"
"15:30 04/09";"16:30 04/09";"1"
"16:30 04/09";"17:30 04/09";"2"
"17:30 04/09";"18:30 04/09";"2"
"18:30 04/09";"19:30 04/09";"2"
"19:30 04/09";"20:30 04/09";"3"
"20:30 04/09";"21:30 04/09";"2"
"21:30 04/09";"22:30 04/09";"6"
"22:30 04/09";"23:30 04/09";"15"
"23:30 04/09";"00:30 05/09";"22"
"00:30 05/09";"01:30 05/09";"17"
"01:30 05/09";"02:30 05/09";"16"
"02:30 05/09";"03:30 05/09";"11"
"03:30 05/09";"04:30 05/09";"11"
"04:30 05/09";"05:30 05/09";"10"
"05:30 05/09";"06:30 05/09";"10"
"06:30 05/09";"07:30 05/09";"10"
"07:30 05/09";"08:30 05/09";"10"
"08:30 05/09";"09:30 05/09";"10"
"09:30 05/09";"10:30 05/09";"9"
"10:30 05/09";"11:30 05/09";"5"
"11:30 05/09";"12:30 05/09";"2"
"12:30 05/09";"13:30 05/09";"1"
"13:30 05/09";"14:30 05/09";"1"
"14:30 05/09";"15:30 05/09";"2"
"15:30 05/09";"16:30 05/09";"1"
"16:30 05/09";"17:30 05/09";"1"
"17:30 05/09";"18:30 05/09";"1"
"18:30 05/09";"19:30 05/09";"1"
"19:30 05/09";"20:30 05/09";"1"
"20:30 05/09";"21:30 05/09";"1"
"21:30 05/09";"22:30 05/09";"2"
"22:30 05/09";"23:30 05/09";"20"
"23:30 05/09";"00:30 06/09";"28"
"00:30 06/09";"01:30 06/09";"29"
"01:30 06/09";"02:30 06/09";"24"
"02:30 06/09";"03:30 06/09";"25"
"03:30 06/09";"04:30 06/09";"23"
"04:30 06/09";"05:30 06/09";"25"
"05:30 06/09";"06:30 06/09";"27"
"06:30 06/09";"07:30 06/09";"24"
"07:30 06/09";"08:30 06/09";"22"
"08:30 06/09";"09:30 06/09";"21"
"09:30 06/09";"10:30 06/09";"21"
"10:30 06/09";"11:30 06/09";"17"
"11:30 06/09";"12:30 06/09";"10"
"12:30 06/09";"13:30 06/09";"4"
"13:30 06/09";"14:30 06/09";"1"
"14:30 06/09";"15:30 06/09";"0"
"15:30 06/09";"16:30 06/09";"2"
"16:30 06/09";"17:30 06/09";"2"
"17:30 06/09";"18:30 06/09";"2"
"18:30 06/09";"19:30 06/09";"2"
"19:30 06/09";"20:30 06/09";"2"
"20:30 06/09";"21:30 06/09";"3"
"21:30 06/09";"22:30 06/09";"4"
"22:30 06/09";"23:30 06/09";"13"
"23:30 06/09";"00:30 07/09";"23"
"00:30 07/09";"01:30 07/09";"49"
"01:30 07/09";"02:30 07/09";"27"
"02:30 07/09";"03:30 07/09";"28"
"03:30 07/09";"04:30 07/09";"26"
"04:30 07/09";"05:30 07/09";"25"
"05:30 07/09";"06:30 07/09";"24"
"06:30 07/09";"07:30 07/09";"23"
"07:30 07/09";"08:30 07/09";"22"
"08:30 07/09";"09:30 07/09";"22"
"09:30 07/09";"10:30 07/09";"21"
"10:30 07/09";"11:30 07/09";"18"
"11:30 07/09";"12:30 07/09";"16"
"12:30 07/09";"13:30 07/09";"13"
"13:30 07/09";"14:30 07/09";"8"
"14:30 07/09";"15:30 07/09";"6"
"15:30 07/09";"16:30 07/09";"7"
"16:30 07/09";"17:30 07/09";"7"
