From;To;ID 31103 - PM2.5
"01/2021";"02/2021";"49"
"02/2021";"03/2021";"45"
"03/2021";"04/2021";"30"
"04/2021";"05/2021";"23"
"05/2021";"06/2021";"11"
"06/2021";"07/2021";"13"
"07/2021";"08/2021";"14"
"08/2021";"09/2021";"12"
"09/2021";"10/2021";"15"
"10/2021";"11/2021";"24"
"11/2021";"12/2021";"28"
"12/2021";"01/2022";"28"
