From;To;ID 2873 - PM2.5
"04:30 01/11";"05:30 01/11";"50"
"05:30 01/11";"06:30 01/11";"59"
"06:30 01/11";"07:30 01/11";"58"
"07:30 01/11";"08:30 01/11";"56"
"08:30 01/11";"09:30 01/11";"56"
"09:30 01/11";"10:30 01/11";"60"
"10:30 01/11";"11:30 01/11";"61"
"11:30 01/11";"12:30 01/11";"62"
"12:30 01/11";"13:30 01/11";"56"
"13:30 01/11";"14:30 01/11";"46"
"14:30 01/11";"15:30 01/11";"35"
"15:30 01/11";"16:30 01/11";"29"
"16:30 01/11";"17:30 01/11";"24"
"17:30 01/11";"18:30 01/11";"24"
"18:30 01/11";"19:30 01/11";"25"
"19:30 01/11";"20:30 01/11";"29"
"20:30 01/11";"21:30 01/11";"29"
"21:30 01/11";"22:30 01/11";"33"
"22:30 01/11";"23:30 01/11";"39"
"23:30 01/11";"00:30 02/11";"35"
"00:30 02/11";"01:30 02/11";"36"
"01:30 02/11";"02:30 02/11";"37"
"02:30 02/11";"03:30 02/11";"38"
"03:30 02/11";"04:30 02/11";"37"
"04:30 02/11";"05:30 02/11";"37"
"05:30 02/11";"06:30 02/11";"37"
"06:30 02/11";"07:30 02/11";"35"
"07:30 02/11";"08:30 02/11";"34"
"08:30 02/11";"09:30 02/11";"32"
"09:30 02/11";"10:30 02/11";"32"
"10:30 02/11";"11:30 02/11";"31"
"11:30 02/11";"12:30 02/11";"30"
"12:30 02/11";"13:30 02/11";"27"
"13:30 02/11";"14:30 02/11";"22"
"14:30 02/11";"15:30 02/11";"20"
"15:30 02/11";"16:30 02/11";"20"
"16:30 02/11";"17:30 02/11";"21"
"17:30 02/11";"18:30 02/11";"20"
"18:30 02/11";"19:30 02/11";"20"
"19:30 02/11";"20:30 02/11";"21"
"20:30 02/11";"21:30 02/11";"23"
"21:30 02/11";"22:30 02/11";"24"
"22:30 02/11";"23:30 02/11";"23"
"23:30 02/11";"00:30 03/11";"25"
"00:30 03/11";"01:30 03/11";"27"
"01:30 03/11";"02:30 03/11";"28"
"02:30 03/11";"03:30 03/11";"29"
"03:30 03/11";"04:30 03/11";"31"
"04:30 03/11";"05:30 03/11";"30"
"05:30 03/11";"06:30 03/11";"28"
"06:30 03/11";"07:30 03/11";"29"
"07:30 03/11";"08:30 03/11";"30"
"08:30 03/11";"09:30 03/11";"30"
"09:30 03/11";"10:30 03/11";"30"
"10:30 03/11";"11:30 03/11";"28"
"11:30 03/11";"12:30 03/11";"26"
"12:30 03/11";"13:30 03/11";"23"
"13:30 03/11";"14:30 03/11";"21"
"14:30 03/11";"15:30 03/11";"16"
"15:30 03/11";"16:30 03/11";"14"
"16:30 03/11";"17:30 03/11";"15"
"17:30 03/11";"18:30 03/11";"13"
"18:30 03/11";"19:30 03/11";"12"
"19:30 03/11";"20:30 03/11";"12"
"20:30 03/11";"21:30 03/11";"17"
"21:30 03/11";"22:30 03/11";"20"
"22:30 03/11";"23:30 03/11";"18"
"23:30 03/11";"00:30 04/11";"19"
"00:30 04/11";"01:30 04/11";"18"
"01:30 04/11";"02:30 04/11";"19"
"02:30 04/11";"03:30 04/11";"19"
"03:30 04/11";"04:30 04/11";"19"
"04:30 04/11";"05:30 04/11";"20"
"05:30 04/11";"06:30 04/11";"24"
"06:30 04/11";"07:30 04/11";"25"
"07:30 04/11";"08:30 04/11";"28"
"08:30 04/11";"09:30 04/11";"29"
"09:30 04/11";"10:30 04/11";"29"
"10:30 04/11";"11:30 04/11";"29"
"11:30 04/11";"12:30 04/11";"24"
"12:30 04/11";"13:30 04/11";"22"
"13:30 04/11";"14:30 04/11";"21"
"14:30 04/11";"15:30 04/11";"20"
"15:30 04/11";"16:30 04/11";"16"
"16:30 04/11";"17:30 04/11";"11"
"17:30 04/11";"18:30 04/11";"10"
"18:30 04/11";"19:30 04/11";"15"
"19:30 04/11";"20:30 04/11";"20"
"20:30 04/11";"21:30 04/11";"22"
"21:30 04/11";"22:30 04/11";"20"
"22:30 04/11";"23:30 04/11";"19"
"23:30 04/11";"00:30 05/11";"20"
"00:30 05/11";"01:30 05/11";"21"
"01:30 05/11";"02:30 05/11";"22"
"02:30 05/11";"03:30 05/11";"23"
"03:30 05/11";"04:30 05/11";"22"
"04:30 05/11";"05:30 05/11";"23"
"05:30 05/11";"06:30 05/11";"24"
"06:30 05/11";"07:30 05/11";"21"
"07:30 05/11";"08:30 05/11";"15"
"08:30 05/11";"09:30 05/11";"12"
"09:30 05/11";"10:30 05/11";"13"
"10:30 05/11";"11:30 05/11";"14"
"11:30 05/11";"12:30 05/11";"14"
"12:30 05/11";"13:30 05/11";"15"
"13:30 05/11";"14:30 05/11";"14"
"14:30 05/11";"15:30 05/11";"10"
"15:30 05/11";"16:30 05/11";"7"
"16:30 05/11";"17:30 05/11";"5"
"17:30 05/11";"18:30 05/11";"4"
"18:30 05/11";"19:30 05/11";"4"
"19:30 05/11";"20:30 05/11";"6"
"20:30 05/11";"21:30 05/11";"9"
"21:30 05/11";"22:30 05/11";"18"
"22:30 05/11";"23:30 05/11";"21"
"23:30 05/11";"00:30 06/11";"28"
"00:30 06/11";"01:30 06/11";"30"
"01:30 06/11";"02:30 06/11";"32"
"02:30 06/11";"03:30 06/11";"34"
"03:30 06/11";"04:30 06/11";"31"
"04:30 06/11";"05:30 06/11";"32"
"05:30 06/11";"06:30 06/11";"33"
"06:30 06/11";"07:30 06/11";"32"
"07:30 06/11";"08:30 06/11";"34"
"08:30 06/11";"09:30 06/11";"36"
"09:30 06/11";"10:30 06/11";"36"
"10:30 06/11";"11:30 06/11";"35"
"11:30 06/11";"12:30 06/11";"33"
"12:30 06/11";"13:30 06/11";"30"
"13:30 06/11";"14:30 06/11";"28"
"14:30 06/11";"15:30 06/11";"24"
"15:30 06/11";"16:30 06/11";"21"
"16:30 06/11";"17:30 06/11";"19"
"17:30 06/11";"18:30 06/11";"15"
"18:30 06/11";"19:30 06/11";"13"
"19:30 06/11";"20:30 06/11";"14"
"20:30 06/11";"21:30 06/11";"15"
"21:30 06/11";"22:30 06/11";"14"
"22:30 06/11";"23:30 06/11";"16"
"23:30 06/11";"00:30 07/11";"15"
"00:30 07/11";"01:30 07/11";"14"
"01:30 07/11";"02:30 07/11";"17"
"02:30 07/11";"03:30 07/11";"22"
"03:30 07/11";"04:30 07/11";"26"
"04:30 07/11";"05:30 07/11";"24"
"05:30 07/11";"06:30 07/11";"25"
"06:30 07/11";"07:30 07/11";"25"
"07:30 07/11";"08:30 07/11";"26"
"08:30 07/11";"09:30 07/11";"28"
"09:30 07/11";"10:30 07/11";"30"
"10:30 07/11";"11:30 07/11";"34"
"11:30 07/11";"12:30 07/11";"34"
"12:30 07/11";"13:30 07/11";"36"
"13:30 07/11";"14:30 07/11";"36"
"14:30 07/11";"15:30 07/11";"34"
"15:30 07/11";"16:30 07/11";"34"
"16:30 07/11";"17:30 07/11";"36"
"17:30 07/11";"18:30 07/11";"34"
"18:30 07/11";"19:30 07/11";"34"
"19:30 07/11";"20:30 07/11";"36"
"20:30 07/11";"21:30 07/11";"42"
"21:30 07/11";"22:30 07/11";"50"
"22:30 07/11";"23:30 07/11";"61"
"23:30 07/11";"00:30 08/11";"66"
"00:30 08/11";"01:30 08/11";"105"
"01:30 08/11";"02:30 08/11";"83"
"02:30 08/11";"03:30 08/11";"97"
"03:30 08/11";"04:30 08/11";"84"
"04:30 08/11";"05:30 08/11";"75"
"05:30 08/11";"06:30 08/11";"62"
"06:30 08/11";"07:30 08/11";"46"
"07:30 08/11";"08:30 08/11";"39"
"08:30 08/11";"09:30 08/11";"36"
"09:30 08/11";"10:30 08/11";"31"
"10:30 08/11";"11:30 08/11";"28"
"11:30 08/11";"12:30 08/11";"24"
"12:30 08/11";"13:30 08/11";"23"
"13:30 08/11";"14:30 08/11";"25"
"14:30 08/11";"15:30 08/11";"26"
"15:30 08/11";"16:30 08/11";"22"
"16:30 08/11";"17:30 08/11";"20"
"17:30 08/11";"18:30 08/11";"22"
"18:30 08/11";"19:30 08/11";"23"
"19:30 08/11";"20:30 08/11";"26"
"20:30 08/11";"21:30 08/11";"27"
"21:30 08/11";"22:30 08/11";"27"
"22:30 08/11";"23:30 08/11";"24"
"23:30 08/11";"00:30 09/11";"24"
"00:30 09/11";"01:30 09/11";"26"
"01:30 09/11";"02:30 09/11";"24"
"02:30 09/11";"03:30 09/11";"22"
"03:30 09/11";"04:30 09/11";"22"
"04:30 09/11";"05:30 09/11";"23"
"05:30 09/11";"06:30 09/11";"24"
"06:30 09/11";"07:30 09/11";"24"
"07:30 09/11";"08:30 09/11";"22"
"08:30 09/11";"09:30 09/11";"20"
"09:30 09/11";"10:30 09/11";"20"
"10:30 09/11";"11:30 09/11";"21"
"11:30 09/11";"12:30 09/11";"17"
"12:30 09/11";"13:30 09/11";"18"
"13:30 09/11";"14:30 09/11";"19"
"14:30 09/11";"15:30 09/11";"27"
"15:30 09/11";"16:30 09/11";"27"
"16:30 09/11";"17:30 09/11";"23"
"17:30 09/11";"18:30 09/11";"28"
"18:30 09/11";"19:30 09/11";"26"
"19:30 09/11";"20:30 09/11";"30"
"20:30 09/11";"21:30 09/11";"32"
"21:30 09/11";"22:30 09/11";"33"
"22:30 09/11";"23:30 09/11";"33"
"23:30 09/11";"00:30 10/11";"28"
"00:30 10/11";"01:30 10/11";"26"
"01:30 10/11";"02:30 10/11";"31"
"02:30 10/11";"03:30 10/11";"25"
"03:30 10/11";"04:30 10/11";"25"
"04:30 10/11";"05:30 10/11";"28"
"05:30 10/11";"06:30 10/11";"29"
"06:30 10/11";"07:30 10/11";"28"
"07:30 10/11";"08:30 10/11";"27"
"08:30 10/11";"09:30 10/11";"28"
"09:30 10/11";"10:30 10/11";"28"
"10:30 10/11";"11:30 10/11";"29"
"11:30 10/11";"12:30 10/11";"28"
"12:30 10/11";"13:30 10/11";"25"
"13:30 10/11";"14:30 10/11";"25"
"14:30 10/11";"15:30 10/11";"23"
"15:30 10/11";"16:30 10/11";"20"
"16:30 10/11";"17:30 10/11";"21"
"17:30 10/11";"18:30 10/11";"22"
"18:30 10/11";"19:30 10/11";"25"
"19:30 10/11";"20:30 10/11";"28"
"20:30 10/11";"21:30 10/11";"30"
"21:30 10/11";"22:30 10/11";"33"
"22:30 10/11";"23:30 10/11";"31"
"23:30 10/11";"00:30 11/11";"32"
"00:30 11/11";"01:30 11/11";"32"
"01:30 11/11";"02:30 11/11";"32"
"02:30 11/11";"03:30 11/11";"35"
"03:30 11/11";"04:30 11/11";"33"
"04:30 11/11";"05:30 11/11";"30"
"05:30 11/11";"06:30 11/11";"29"
"06:30 11/11";"07:30 11/11";"29"
"07:30 11/11";"08:30 11/11";"30"
"08:30 11/11";"09:30 11/11";"30"
"09:30 11/11";"10:30 11/11";"26"
"10:30 11/11";"11:30 11/11";"23"
"11:30 11/11";"12:30 11/11";"24"
"12:30 11/11";"13:30 11/11";"22"
"13:30 11/11";"14:30 11/11";"20"
"14:30 11/11";"15:30 11/11";"23"
"15:30 11/11";"16:30 11/11";"24"
"16:30 11/11";"17:30 11/11";"22"
"17:30 11/11";"18:30 11/11";"24"
"18:30 11/11";"19:30 11/11";"27"
"19:30 11/11";"20:30 11/11";"29"
"20:30 11/11";"21:30 11/11";"38"
"21:30 11/11";"22:30 11/11";"49"
"22:30 11/11";"23:30 11/11";"47"
"23:30 11/11";"00:30 12/11";"50"
"00:30 12/11";"01:30 12/11";"56"
"01:30 12/11";"02:30 12/11";"52"
"02:30 12/11";"03:30 12/11";"56"
"03:30 12/11";"04:30 12/11";"47"
"04:30 12/11";"05:30 12/11";"41"
"05:30 12/11";"06:30 12/11";"36"
"06:30 12/11";"07:30 12/11";"33"
"07:30 12/11";"08:30 12/11";"31"
"08:30 12/11";"09:30 12/11";"29"
"09:30 12/11";"10:30 12/11";"27"
"10:30 12/11";"11:30 12/11";"25"
"11:30 12/11";"12:30 12/11";"27"
"12:30 12/11";"13:30 12/11";"29"
"13:30 12/11";"14:30 12/11";"26"
"14:30 12/11";"15:30 12/11";"23"
"15:30 12/11";"16:30 12/11";"22"
"16:30 12/11";"17:30 12/11";"22"
"17:30 12/11";"18:30 12/11";"17"
"18:30 12/11";"19:30 12/11";"14"
"19:30 12/11";"20:30 12/11";"16"
"20:30 12/11";"21:30 12/11";"19"
"21:30 12/11";"22:30 12/11";"25"
"22:30 12/11";"23:30 12/11";"29"
"23:30 12/11";"00:30 13/11";"31"
"00:30 13/11";"01:30 13/11";"32"
"01:30 13/11";"02:30 13/11";"33"
"02:30 13/11";"03:30 13/11";"30"
"03:30 13/11";"04:30 13/11";"27"
"04:30 13/11";"05:30 13/11";"27"
"05:30 13/11";"06:30 13/11";"27"
"06:30 13/11";"07:30 13/11";"28"
"07:30 13/11";"08:30 13/11";"28"
"08:30 13/11";"09:30 13/11";"29"
"09:30 13/11";"10:30 13/11";"30"
"10:30 13/11";"11:30 13/11";"31"
"11:30 13/11";"12:30 13/11";"33"
"12:30 13/11";"13:30 13/11";"32"
"13:30 13/11";"14:30 13/11";"32"
"14:30 13/11";"15:30 13/11";"29"
"15:30 13/11";"16:30 13/11";"28"
"16:30 13/11";"17:30 13/11";"28"
"17:30 13/11";"18:30 13/11";"29"
"18:30 13/11";"19:30 13/11";"27"
"19:30 13/11";"20:30 13/11";"29"
"20:30 13/11";"21:30 13/11";"34"
"21:30 13/11";"22:30 13/11";"36"
"22:30 13/11";"23:30 13/11";"40"
"23:30 13/11";"00:30 14/11";"37"
"00:30 14/11";"01:30 14/11";"33"
"01:30 14/11";"02:30 14/11";"32"
"02:30 14/11";"03:30 14/11";"33"
"03:30 14/11";"04:30 14/11";"32"
"04:30 14/11";"05:30 14/11";"35"
"05:30 14/11";"06:30 14/11";"32"
"06:30 14/11";"07:30 14/11";"18"
"07:30 14/11";"08:30 14/11";"20"
"08:30 14/11";"09:30 14/11";"19"
"09:30 14/11";"10:30 14/11";"24"
"10:30 14/11";"11:30 14/11";"22"
"11:30 14/11";"12:30 14/11";"17"
"12:30 14/11";"13:30 14/11";"19"
"13:30 14/11";"14:30 14/11";"20"
"14:30 14/11";"15:30 14/11";"18"
"15:30 14/11";"16:30 14/11";"16"
"16:30 14/11";"17:30 14/11";"15"
"17:30 14/11";"18:30 14/11";"18"
"18:30 14/11";"19:30 14/11";"20"
"19:30 14/11";"20:30 14/11";"21"
"20:30 14/11";"21:30 14/11";"21"
"21:30 14/11";"22:30 14/11";"26"
"22:30 14/11";"23:30 14/11";"26"
"23:30 14/11";"00:30 15/11";"29"
"00:30 15/11";"01:30 15/11";"37"
"01:30 15/11";"02:30 15/11";"40"
"02:30 15/11";"03:30 15/11";"36"
"03:30 15/11";"04:30 15/11";"31"
"04:30 15/11";"05:30 15/11";"29"
"05:30 15/11";"06:30 15/11";"27"
"06:30 15/11";"07:30 15/11";"29"
"07:30 15/11";"08:30 15/11";"28"
"08:30 15/11";"09:30 15/11";"28"
"09:30 15/11";"10:30 15/11";"29"
"10:30 15/11";"11:30 15/11";"28"
"11:30 15/11";"12:30 15/11";"28"
"12:30 15/11";"13:30 15/11";"28"
"13:30 15/11";"14:30 15/11";"27"
"14:30 15/11";"15:30 15/11";"27"
