From;To;ID 2851 - PM2.5
"04:30 01/01";"05:30 01/01";"42"
"05:30 01/01";"06:30 01/01";"35"
"06:30 01/01";"07:30 01/01";"35"
"07:30 01/01";"08:30 01/01";"36"
"08:30 01/01";"09:30 01/01";"32"
"09:30 01/01";"10:30 01/01";"29"
"10:30 01/01";"11:30 01/01";"28"
"11:30 01/01";"12:30 01/01";"27"
"12:30 01/01";"13:30 01/01";"26"
"13:30 01/01";"14:30 01/01";"25"
"14:30 01/01";"15:30 01/01";"24"
"15:30 01/01";"16:30 01/01";"18"
"16:30 01/01";"17:30 01/01";"15"
"17:30 01/01";"18:30 01/01";"11"
"18:30 01/01";"19:30 01/01";"13"
"19:30 01/01";"20:30 01/01";"16"
"20:30 01/01";"21:30 01/01";"14"
"21:30 01/01";"22:30 01/01";"17"
"22:30 01/01";"23:30 01/01";"11"
"23:30 01/01";"00:30 02/01";"9"
"00:30 02/01";"01:30 02/01";"9"
"01:30 02/01";"02:30 02/01";"11"
"02:30 02/01";"03:30 02/01";"8"
"03:30 02/01";"04:30 02/01";"7"
"04:30 02/01";"05:30 02/01";"8"
"05:30 02/01";"06:30 02/01";"8"
"06:30 02/01";"07:30 02/01";"6"
"07:30 02/01";"08:30 02/01";"8"
"08:30 02/01";"09:30 02/01";"7"
"09:30 02/01";"10:30 02/01";"5"
"10:30 02/01";"11:30 02/01";"4"
"11:30 02/01";"12:30 02/01";"6"
"12:30 02/01";"13:30 02/01";"3"
"13:30 02/01";"14:30 02/01";"3"
"14:30 02/01";"15:30 02/01";"4"
"15:30 02/01";"16:30 02/01";"9"
"16:30 02/01";"17:30 02/01";"7"
"17:30 02/01";"18:30 02/01";"6"
"18:30 02/01";"19:30 02/01";"10"
"19:30 02/01";"20:30 02/01";"8"
"20:30 02/01";"21:30 02/01";"9"
"21:30 02/01";"22:30 02/01";"12"
"22:30 02/01";"23:30 02/01";"15"
"23:30 02/01";"00:30 03/01";"14"
"00:30 03/01";"01:30 03/01";"15"
"01:30 03/01";"02:30 03/01";"12"
"02:30 03/01";"03:30 03/01";"6"
"03:30 03/01";"04:30 03/01";"4"
"04:30 03/01";"05:30 03/01";"3"
"05:30 03/01";"06:30 03/01";"4"
"06:30 03/01";"07:30 03/01";"1"
"07:30 03/01";"08:30 03/01";"2"
"08:30 03/01";"09:30 03/01";"3"
"09:30 03/01";"10:30 03/01";"4"
"10:30 03/01";"11:30 03/01";"4"
"11:30 03/01";"12:30 03/01";"8"
"12:30 03/01";"13:30 03/01";"8"
"13:30 03/01";"14:30 03/01";"8"
"14:30 03/01";"15:30 03/01";"4"
"15:30 03/01";"16:30 03/01";"3"
"16:30 03/01";"17:30 03/01";"3"
"17:30 03/01";"18:30 03/01";"3"
"18:30 03/01";"19:30 03/01";"3"
"19:30 03/01";"20:30 03/01";"7"
"20:30 03/01";"21:30 03/01";"9"
"21:30 03/01";"22:30 03/01";"11"
"22:30 03/01";"23:30 03/01";"10"
"23:30 03/01";"00:30 04/01";"10"
"00:30 04/01";"01:30 04/01";"13"
"01:30 04/01";"02:30 04/01";"15"
"02:30 04/01";"03:30 04/01";"12"
"03:30 04/01";"04:30 04/01";"11"
"04:30 04/01";"05:30 04/01";"8"
"05:30 04/01";"06:30 04/01";"7"
"06:30 04/01";"07:30 04/01";"9"
"07:30 04/01";"08:30 04/01";"8"
"08:30 04/01";"09:30 04/01";"8"
"09:30 04/01";"10:30 04/01";"12"
"10:30 04/01";"11:30 04/01";"32"
"11:30 04/01";"12:30 04/01";"46"
"12:30 04/01";"13:30 04/01";"33"
"13:30 04/01";"14:30 04/01";"32"
"14:30 04/01";"15:30 04/01";"33"
"15:30 04/01";"16:30 04/01";"32"
"16:30 04/01";"17:30 04/01";"29"
"17:30 04/01";"18:30 04/01";"25"
"18:30 04/01";"19:30 04/01";"28"
"19:30 04/01";"20:30 04/01";"32"
"20:30 04/01";"21:30 04/01";"40"
"21:30 04/01";"22:30 04/01";"41"
"22:30 04/01";"23:30 04/01";"43"
"23:30 04/01";"00:30 05/01";"45"
"00:30 05/01";"01:30 05/01";"42"
"01:30 05/01";"02:30 05/01";"43"
"02:30 05/01";"03:30 05/01";"44"
"03:30 05/01";"04:30 05/01";"40"
"04:30 05/01";"05:30 05/01";"33"
"05:30 05/01";"06:30 05/01";"28"
"06:30 05/01";"07:30 05/01";"19"
"07:30 05/01";"08:30 05/01";"17"
"08:30 05/01";"09:30 05/01";"19"
"09:30 05/01";"10:30 05/01";"15"
"10:30 05/01";"11:30 05/01";"14"
"11:30 05/01";"12:30 05/01";"24"
"12:30 05/01";"13:30 05/01";"28"
"13:30 05/01";"14:30 05/01";"19"
"14:30 05/01";"15:30 05/01";"13"
"15:30 05/01";"16:30 05/01";"10"
"16:30 05/01";"17:30 05/01";"11"
"17:30 05/01";"18:30 05/01";"7"
"18:30 05/01";"19:30 05/01";"8"
"19:30 05/01";"20:30 05/01";"6"
"20:30 05/01";"21:30 05/01";"8"
"21:30 05/01";"22:30 05/01";"6"
"22:30 05/01";"23:30 05/01";"9"
"23:30 05/01";"00:30 06/01";"12"
"00:30 06/01";"01:30 06/01";"13"
"01:30 06/01";"02:30 06/01";"16"
"02:30 06/01";"03:30 06/01";"14"
"03:30 06/01";"04:30 06/01";"12"
"04:30 06/01";"05:30 06/01";"12"
"05:30 06/01";"06:30 06/01";"9"
"06:30 06/01";"07:30 06/01";"7"
"07:30 06/01";"08:30 06/01";"10"
"08:30 06/01";"09:30 06/01";"10"
"09:30 06/01";"10:30 06/01";"8"
"10:30 06/01";"11:30 06/01";"8"
"11:30 06/01";"12:30 06/01";"6"
"12:30 06/01";"13:30 06/01";"10"
"13:30 06/01";"14:30 06/01";"14"
"14:30 06/01";"15:30 06/01";"21"
"15:30 06/01";"16:30 06/01";"15"
"16:30 06/01";"17:30 06/01";"14"
"17:30 06/01";"18:30 06/01";"13"
"18:30 06/01";"19:30 06/01";"13"
"19:30 06/01";"20:30 06/01";"24"
"20:30 06/01";"21:30 06/01";"45"
"21:30 06/01";"22:30 06/01";"121"
"22:30 06/01";"23:30 06/01";"206"
"23:30 06/01";"00:30 07/01";"261"
"00:30 07/01";"01:30 07/01";"279"
"01:30 07/01";"02:30 07/01";"257"
"02:30 07/01";"03:30 07/01";"217"
"03:30 07/01";"04:30 07/01";"181"
"04:30 07/01";"05:30 07/01";"242"
"05:30 07/01";"06:30 07/01";"238"
"06:30 07/01";"07:30 07/01";"174"
"07:30 07/01";"08:30 07/01";"145"
"08:30 07/01";"09:30 07/01";"152"
"09:30 07/01";"10:30 07/01";"149"
"10:30 07/01";"11:30 07/01";"164"
"11:30 07/01";"12:30 07/01";"155"
"12:30 07/01";"13:30 07/01";"156"
"13:30 07/01";"14:30 07/01";"124"
"14:30 07/01";"15:30 07/01";"121"
"15:30 07/01";"16:30 07/01";"60"
"16:30 07/01";"17:30 07/01";"51"
"17:30 07/01";"18:30 07/01";"48"
"18:30 07/01";"19:30 07/01";"44"
