From;To;ID 6437 - PM2.5
"03:30 01/05";"04:30 01/05";"24"
"04:30 01/05";"05:30 01/05";"25"
"05:30 01/05";"06:30 01/05";"27"
"06:30 01/05";"07:30 01/05";"27"
"07:30 01/05";"08:30 01/05";"28"
"08:30 01/05";"09:30 01/05";"28"
"09:30 01/05";"10:30 01/05";"28"
"10:30 01/05";"11:30 01/05";"28"
"11:30 01/05";"12:30 01/05";"26"
"12:30 01/05";"13:30 01/05";"25"
"13:30 01/05";"14:30 01/05";"23"
"14:30 01/05";"15:30 01/05";"22"
"15:30 01/05";"16:30 01/05";"19"
"16:30 01/05";"17:30 01/05";"19"
"17:30 01/05";"18:30 01/05";"19"
"18:30 01/05";"19:30 01/05";"20"
"19:30 01/05";"20:30 01/05";"22"
"20:30 01/05";"21:30 01/05";"26"
"21:30 01/05";"22:30 01/05";"24"
"22:30 01/05";"23:30 01/05";"11"
"23:30 01/05";"00:30 02/05";"13"
"00:30 02/05";"01:30 02/05";"16"
"01:30 02/05";"02:30 02/05";"16"
"02:30 02/05";"03:30 02/05";"15"
"03:30 02/05";"04:30 02/05";"14"
"04:30 02/05";"05:30 02/05";"12"
"05:30 02/05";"06:30 02/05";"15"
"06:30 02/05";"07:30 02/05";"21"
"07:30 02/05";"08:30 02/05";"23"
"08:30 02/05";"09:30 02/05";"24"
"09:30 02/05";"10:30 02/05";"22"
"10:30 02/05";"11:30 02/05";"24"
"11:30 02/05";"12:30 02/05";"26"
"12:30 02/05";"13:30 02/05";"27"
"13:30 02/05";"14:30 02/05";"21"
"14:30 02/05";"15:30 02/05";"25"
"15:30 02/05";"16:30 02/05";"13"
"16:30 02/05";"17:30 02/05";"9"
"17:30 02/05";"18:30 02/05";"6"
"18:30 02/05";"19:30 02/05";"5"
"19:30 02/05";"20:30 02/05";"4"
"20:30 02/05";"21:30 02/05";"6"
"21:30 02/05";"22:30 02/05";"9"
"22:30 02/05";"23:30 02/05";"11"
"23:30 02/05";"00:30 03/05";"13"
"00:30 03/05";"01:30 03/05";"15"
"01:30 03/05";"02:30 03/05";"22"
"02:30 03/05";"03:30 03/05";"30"
"03:30 03/05";"04:30 03/05";"27"
"04:30 03/05";"05:30 03/05";"30"
"05:30 03/05";"06:30 03/05";"28"
"06:30 03/05";"07:30 03/05";"28"
"07:30 03/05";"08:30 03/05";"28"
"08:30 03/05";"09:30 03/05";"29"
"09:30 03/05";"10:30 03/05";"28"
"10:30 03/05";"11:30 03/05";"23"
"11:30 03/05";"12:30 03/05";"26"
"12:30 03/05";"13:30 03/05";"26"
"13:30 03/05";"14:30 03/05";"28"
"14:30 03/05";"15:30 03/05";"22"
"15:30 03/05";"16:30 03/05";"10"
"16:30 03/05";"17:30 03/05";"16"
"17:30 03/05";"18:30 03/05";"16"
"18:30 03/05";"19:30 03/05";"5"
"19:30 03/05";"20:30 03/05";"9"
"20:30 03/05";"21:30 03/05";"10"
"21:30 03/05";"22:30 03/05";"12"
"22:30 03/05";"23:30 03/05";"12"
"23:30 03/05";"00:30 04/05";"16"
"00:30 04/05";"01:30 04/05";"22"
"01:30 04/05";"02:30 04/05";"19"
"02:30 04/05";"03:30 04/05";"29"
"03:30 04/05";"04:30 04/05";"20"
"04:30 04/05";"05:30 04/05";"24"
"05:30 04/05";"06:30 04/05";"24"
"06:30 04/05";"07:30 04/05";"23"
"07:30 04/05";"08:30 04/05";"23"
"08:30 04/05";"09:30 04/05";"25"
"09:30 04/05";"10:30 04/05";"27"
"10:30 04/05";"11:30 04/05";"23"
"11:30 04/05";"12:30 04/05";"15"
"12:30 04/05";"13:30 04/05";"10"
"13:30 04/05";"14:30 04/05";"7"
"14:30 04/05";"15:30 04/05";"5"
"15:30 04/05";"16:30 04/05";"5"
"16:30 04/05";"17:30 04/05";"4"
"17:30 04/05";"18:30 04/05";"5"
"18:30 04/05";"19:30 04/05";"8"
"19:30 04/05";"20:30 04/05";"11"
"20:30 04/05";"21:30 04/05";"11"
"21:30 04/05";"22:30 04/05";"12"
"22:30 04/05";"23:30 04/05";"13"
"23:30 04/05";"00:30 05/05";"26"
"00:30 05/05";"01:30 05/05";"46"
"01:30 05/05";"02:30 05/05";"45"
"02:30 05/05";"03:30 05/05";"38"
"03:30 05/05";"04:30 05/05";"33"
"04:30 05/05";"05:30 05/05";"34"
"05:30 05/05";"06:30 05/05";"40"
"06:30 05/05";"07:30 05/05";"39"
"07:30 05/05";"08:30 05/05";"36"
"08:30 05/05";"09:30 05/05";"35"
"09:30 05/05";"10:30 05/05";"34"
"10:30 05/05";"11:30 05/05";"30"
"11:30 05/05";"12:30 05/05";"22"
"12:30 05/05";"13:30 05/05";"16"
"13:30 05/05";"14:30 05/05";"13"
"14:30 05/05";"15:30 05/05";"8"
"15:30 05/05";"16:30 05/05";"8"
"16:30 05/05";"17:30 05/05";"8"
"17:30 05/05";"18:30 05/05";"6"
"18:30 05/05";"19:30 05/05";"9"
"19:30 05/05";"20:30 05/05";"9"
"20:30 05/05";"21:30 05/05";"9"
"21:30 05/05";"22:30 05/05";"11"
"22:30 05/05";"23:30 05/05";"12"
"23:30 05/05";"00:30 06/05";"12"
"00:30 06/05";"01:30 06/05";"16"
"01:30 06/05";"02:30 06/05";"16"
"02:30 06/05";"03:30 06/05";"14"
"03:30 06/05";"04:30 06/05";"15"
"04:30 06/05";"05:30 06/05";"16"
"05:30 06/05";"06:30 06/05";"14"
"06:30 06/05";"07:30 06/05";"12"
"07:30 06/05";"08:30 06/05";"15"
"08:30 06/05";"09:30 06/05";"20"
"09:30 06/05";"10:30 06/05";"20"
"10:30 06/05";"11:30 06/05";"18"
"11:30 06/05";"12:30 06/05";"17"
"12:30 06/05";"13:30 06/05";"12"
"13:30 06/05";"14:30 06/05";"14"
"14:30 06/05";"15:30 06/05";"15"
"15:30 06/05";"16:30 06/05";"12"
"16:30 06/05";"17:30 06/05";"12"
"17:30 06/05";"18:30 06/05";"8"
"18:30 06/05";"19:30 06/05";"7"
"19:30 06/05";"20:30 06/05";"6"
"20:30 06/05";"21:30 06/05";"5"
"21:30 06/05";"22:30 06/05";"4"
"22:30 06/05";"23:30 06/05";"4"
"23:30 06/05";"00:30 07/05";"5"
"00:30 07/05";"01:30 07/05";"6"
"01:30 07/05";"02:30 07/05";"7"
"02:30 07/05";"03:30 07/05";"10"
"03:30 07/05";"04:30 07/05";"10"
"04:30 07/05";"05:30 07/05";"10"
"05:30 07/05";"06:30 07/05";"12"
"06:30 07/05";"07:30 07/05";"11"
"07:30 07/05";"08:30 07/05";"10"
"08:30 07/05";"09:30 07/05";"11"
"09:30 07/05";"10:30 07/05";"12"
"10:30 07/05";"11:30 07/05";"12"
"11:30 07/05";"12:30 07/05";"9"
"12:30 07/05";"13:30 07/05";"9"
"13:30 07/05";"14:30 07/05";"11"
"14:30 07/05";"15:30 07/05";"11"
"15:30 07/05";"16:30 07/05";"10"
"16:30 07/05";"17:30 07/05";"8"
"17:30 07/05";"18:30 07/05";"5"
"18:30 07/05";"19:30 07/05";"3"
"19:30 07/05";"20:30 07/05";"3"
"20:30 07/05";"21:30 07/05";"3"
"21:30 07/05";"22:30 07/05";"3"
"22:30 07/05";"23:30 07/05";"4"
"23:30 07/05";"00:30 08/05";"11"
"00:30 08/05";"01:30 08/05";"14"
"01:30 08/05";"02:30 08/05";"10"
"02:30 08/05";"03:30 08/05";"7"
"03:30 08/05";"04:30 08/05";"13"
"04:30 08/05";"05:30 08/05";"19"
"05:30 08/05";"06:30 08/05";"11"
"06:30 08/05";"07:30 08/05";"11"
"07:30 08/05";"08:30 08/05";"14"
"08:30 08/05";"09:30 08/05";"14"
"09:30 08/05";"10:30 08/05";"13"
"10:30 08/05";"11:30 08/05";"10"
"11:30 08/05";"12:30 08/05";"6"
"12:30 08/05";"13:30 08/05";"6"
"13:30 08/05";"14:30 08/05";"7"
"14:30 08/05";"15:30 08/05";"10"
"15:30 08/05";"16:30 08/05";"12"
"16:30 08/05";"17:30 08/05";"12"
"17:30 08/05";"18:30 08/05";"11"
"18:30 08/05";"19:30 08/05";"11"
"19:30 08/05";"20:30 08/05";"12"
"20:30 08/05";"21:30 08/05";"14"
"21:30 08/05";"22:30 08/05";"14"
"22:30 08/05";"23:30 08/05";"16"
"23:30 08/05";"00:30 09/05";"22"
"00:30 09/05";"01:30 09/05";"29"
"01:30 09/05";"02:30 09/05";"32"
"02:30 09/05";"03:30 09/05";"32"
"03:30 09/05";"04:30 09/05";"31"
"04:30 09/05";"05:30 09/05";"32"
"05:30 09/05";"06:30 09/05";"31"
"06:30 09/05";"07:30 09/05";"31"
"07:30 09/05";"08:30 09/05";"32"
"08:30 09/05";"09:30 09/05";"28"
"09:30 09/05";"10:30 09/05";"27"
"10:30 09/05";"11:30 09/05";"25"
"11:30 09/05";"12:30 09/05";"15"
"12:30 09/05";"13:30 09/05";"10"
"13:30 09/05";"14:30 09/05";"8"
"14:30 09/05";"15:30 09/05";"6"
"15:30 09/05";"16:30 09/05";"4"
"16:30 09/05";"17:30 09/05";"5"
"17:30 09/05";"18:30 09/05";"7"
"18:30 09/05";"19:30 09/05";"7"
"19:30 09/05";"20:30 09/05";"7"
"20:30 09/05";"21:30 09/05";"6"
"21:30 09/05";"22:30 09/05";"6"
"22:30 09/05";"23:30 09/05";"9"
"23:30 09/05";"00:30 10/05";"21"
"00:30 10/05";"01:30 10/05";"29"
"01:30 10/05";"02:30 10/05";"41"
"02:30 10/05";"03:30 10/05";"52"
"03:30 10/05";"04:30 10/05";"47"
"04:30 10/05";"05:30 10/05";"37"
"05:30 10/05";"06:30 10/05";"34"
"06:30 10/05";"07:30 10/05";"34"
"07:30 10/05";"08:30 10/05";"33"
"08:30 10/05";"09:30 10/05";"32"
"09:30 10/05";"10:30 10/05";"29"
"10:30 10/05";"11:30 10/05";"22"
"11:30 10/05";"12:30 10/05";"10"
"12:30 10/05";"13:30 10/05";"6"
"13:30 10/05";"14:30 10/05";"6"
